FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Target Maturity 2029 Bond Fund,2018-04-07,"Apple, Inc.",494960,8567,28390541.47,141.63,22.43,388.8
Equity Diversified Selection Fund,2022-11-30,Google LLC,526724,-3176,414384551.76,209.25,734.51,484.27
International Fixed Duration Fund,2017-03-11,Ping An Insurance (Group) Co. of China Ltd.,87096,-903,95581270.05,236.58,979.23,61.16
Subordinated Financials Fund,2018-11-16,Citigroup Inc.,396393,5457,78243437.91,335.79,449.46,511.66
Impact Credit Strategies Fund,2020-08-11,"First Solar, Inc.",833796,-5113,482786153.17,715.9,352.91,579.05
Fixed Maturity 2025 Bond Fund,2017-04-24,Exxon Mobil Corp.,342913,4271,453408676.46,801.66,414.82,574.23
Fixed Maturity 2025 Bond Fund,2022-08-04,Chevron Corp.,543936,33,410327011.92,108.31,241.87,749.39
Global Short Term Credit Fund,2020-12-21,JPMorgan Chase & Co.,892448,8439,310902539.53,745.8,415.09,547.88
Global Short Term Credit Fund,2017-03-22,JPMorgan Chase & Co.,582478,-1774,346221984.32,611.44,42.5,715.88
Global Cross Asset Fund,2018-03-28,"Berkshire Hathaway, Inc.",919911,1367,103186068.26,305.03,272.37,909.45
Equity Diversified Selection Fund,2018-09-25,"Facebook, Inc.",747002,-4801,206610499.81,853.97,950.43,631.32
International Fixed Duration Fund,2020-08-23,Allianz SE,994656,-9173,473882395.04,706.95,967.82,142.64
Impact Credit Strategies Fund,2017-08-07,"First Solar, Inc.",432346,-4296,230403476.43,969.97,502.59,166.03
Global Short Term Credit Fund,2018-01-12,HSBC Holdings Plc,707886,1878,486146812.8,373.49,881.7,362.52
Fixed Maturity 2027 Bond Fund,2017-03-08,Volkswagen AG,732455,4150,45240168.3,759.74,842.66,504.24
Subordinated Financials Fund,2017-09-18,Citigroup Inc.,110005,-4360,304181403.86,327.06,707.3,231.09
Sustainable Retail Fund,2019-03-07,"Beyond Meat, Inc.",636094,1249,59182149.52,326.52,50.87,806.98
International Fixed Duration Fund,2021-09-19,Allianz SE,758204,-2901,489080122.4,405.24,340.44,213.02
Global Short Term Credit Fund,2019-01-08,HSBC Holdings Plc,23503,-9373,451949183.59,773.45,237.38,829.84
International Fixed Duration Fund,2020-04-10,AXA SA,670652,-3396,131265591.09,754.9,574.61,940.26
Fixed Maturity 2025 Bond Fund,2022-07-16,BP Plc,354845,8353,161711082.91,26.98,352.9,852.84
Equity Diversified Selection Fund,2020-10-11,Google LLC,131017,3650,368099291.85,405.94,319.4,30.45
Target Maturity 2029 Bond Fund,2017-01-17,"Amazon.com, Inc.",328775,-9656,181031338.99,148.66,614.53,136.41
Sustainable Retail Fund,2021-01-27,"Tesla, Inc.",725690,-3993,432536106.01,602.18,393.56,520.92
Global Short Term Credit Fund,2022-08-04,JPMorgan Chase & Co.,114701,-1408,410841589.9,503.87,564.3,402.32
Global Cross Asset Fund,2019-11-27,Johnson & Johnson,447332,-625,256394351.95,214.88,635.9,547.04
Fixed Maturity 2025 Bond Fund,2019-12-31,Exxon Mobil Corp.,20917,-4519,83918906.93,939.58,545.2,896.69
Equity Diversified Selection Fund,2019-10-12,Google LLC,375732,-2824,343278712.77,807.72,459.76,598.5
Target Maturity 2029 Bond Fund,2018-07-07,"Apple, Inc.",317141,921,100289008.8,111.87,647.45,376.97
International Fixed Duration Fund,2018-03-20,Ping An Insurance (Group) Co. of China Ltd.,124133,9,342393385.21,114.31,82.49,271.67
Community Savings Bond Fund,2020-05-24,"Walmart, Inc.",607001,6003,392901110.63,354.69,192.17,704.27
Equity Diversified Selection Fund,2020-06-04,"Facebook, Inc.",589190,-1971,425148694.03,282.83,449.32,430.97
Global Short Term Credit Fund,2017-11-19,JPMorgan Chase & Co.,785549,7745,417089832.31,480.71,969.38,444.73
Target Maturity 2029 Bond Fund,2018-03-30,Microsoft Corp.,481632,-6272,140716985.24,258.39,796.14,423.55
Global Cross Asset Fund,2020-02-03,Johnson & Johnson,82488,4689,150005102.08,212.33,565.27,111.72
Equity Diversified Selection Fund,2022-02-13,Google LLC,138815,7967,416054708.25,304.64,985.22,246.73
Impact Credit Strategies Fund,2020-01-02,"First Solar, Inc.",161655,-3366,121581562.58,35.72,775.97,474.08
Fixed Maturity 2027 Bond Fund,2020-02-02,Toyota Motor Corp.,817125,9621,147866077.71,223.55,495.33,887.29
Fixed Maturity 2025 Bond Fund,2021-09-04,BP Plc,799329,-1325,494415771.8,755.8,315.67,74.57
International Fixed Duration Fund,2017-05-25,Allianz SE,915813,-7004,3875431.71,566.2,641.79,262.28
Target Maturity 2029 Bond Fund,2017-09-10,Microsoft Corp.,268696,-6040,129190387.84,244.16,475.6,613.07
Global Cross Asset Fund,2019-01-04,Johnson & Johnson,500796,5182,392668607.58,237.24,360.12,705.62
Community Savings Bond Fund,2020-04-12,Procter & Gamble Co.,363929,-5612,106139280.57,865.83,398.9,419.51
Community Savings Bond Fund,2019-12-15,Nestlé SA,37766,-2880,116237952.59,751.04,521.21,99.79
Global Cross Asset Fund,2018-10-24,Alibaba Group Holding Ltd.,702402,-1923,170904145.39,774.94,948.49,603.95
Community Savings Bond Fund,2020-03-17,Procter & Gamble Co.,767619,-6736,7842066.73,164.6,295.55,905.34
Target Maturity 2029 Bond Fund,2019-04-20,"Apple, Inc.",994308,1475,263424946.23,949.39,372.95,32.91
Impact Credit Strategies Fund,2018-10-05,"First Solar, Inc.",241303,-7573,79746440.52,95.88,738.21,516.46
Equity Diversified Selection Fund,2019-09-12,"Netflix, Inc.",723285,-365,200246923.47,957.57,930.99,659.67
Global Short Term Credit Fund,2018-06-23,JPMorgan Chase & Co.,345308,8666,442490993.06,612.03,201.58,898.06
International Fixed Duration Fund,2019-07-26,Allianz SE,418757,-3241,139356704.78,323.53,144.15,856.65
Fixed Maturity 2025 Bond Fund,2021-10-24,BP Plc,442862,9710,82658505.04,173.36,486.77,879.84
Impact Credit Strategies Fund,2020-02-25,Vestas Wind Systems A/S,801824,3833,373189081.94,462.9,744.72,460.59
Impact Credit Strategies Fund,2019-08-30,"First Solar, Inc.",735688,-7657,385524229.86,555.26,948.3,688.35
Impact Credit Strategies Fund,2017-08-09,"First Solar, Inc.",121107,-637,9497064.71,250.48,338.39,455.48
Target Maturity 2029 Bond Fund,2018-12-17,"Amazon.com, Inc.",236992,-1223,348536893.39,391.8,381.01,713.55
Subordinated Financials Fund,2017-10-13,Citigroup Inc.,842415,39,228105946.71,122.12,599.69,706.55
International Fixed Duration Fund,2018-08-04,AXA SA,410830,-565,341678416.16,605.23,683.52,12.91
Subordinated Financials Fund,2019-08-23,Morgan Stanley,899400,-4033,390485632.14,303.19,259.86,561.33
Fixed Maturity 2027 Bond Fund,2018-03-16,Toyota Motor Corp.,426070,-1694,260424950.3,842.14,710.48,138.59
Community Savings Bond Fund,2019-02-27,Nestlé SA,471972,-5262,446753305.51,346.21,390.94,375.67
Global Cross Asset Fund,2022-01-11,"Berkshire Hathaway, Inc.",403523,3887,146370199.09,148.07,33.39,645.92
Equity Diversified Selection Fund,2021-05-14,"Netflix, Inc.",228892,-2013,400362150.6,534.83,111.5,799.8
Impact Credit Strategies Fund,2022-11-12,"First Solar, Inc.",387396,1553,415580334.32,23.29,789.23,111.2
Fixed Maturity 2025 Bond Fund,2017-03-22,Chevron Corp.,553153,-7344,38532642.52,139.69,339.74,254.35
Fixed Maturity 2025 Bond Fund,2022-05-23,BP Plc,383012,2005,172615054.98,625.3,526.86,354.87
Global Cross Asset Fund,2021-07-05,Johnson & Johnson,456595,-4872,242081138.24,824.21,998.41,288.79
Fixed Maturity 2027 Bond Fund,2018-07-25,Volkswagen AG,981926,349,280751206.31,295.11,385.13,900.86
Subordinated Financials Fund,2021-11-09,"Goldman Sachs Group, Inc.",529972,6072,330354617.32,953.35,149.37,763.29
Subordinated Financials Fund,2022-04-30,Morgan Stanley,475813,-4794,487242919.27,707.2,935.23,433.57
Fixed Maturity 2027 Bond Fund,2019-03-31,Toyota Motor Corp.,140194,4519,324589859.29,247.68,65.44,950.24
Community Savings Bond Fund,2018-06-13,"Walmart, Inc.",919900,-6470,314782646.19,250.04,323.55,319.49
Subordinated Financials Fund,2021-04-16,"Goldman Sachs Group, Inc.",545501,7963,88534426.78,305.17,437.41,455.73
International Fixed Duration Fund,2018-12-30,Ping An Insurance (Group) Co. of China Ltd.,642145,7100,389073602.46,791.79,591.84,286.47
Fixed Maturity 2027 Bond Fund,2021-07-25,Ford Motor Co.,618821,5009,91168084.05,264.18,483.15,245.28
Community Savings Bond Fund,2020-04-17,"Walmart, Inc.",99883,5604,20596084.3,22.79,678.86,37.88
Global Cross Asset Fund,2021-06-20,"Berkshire Hathaway, Inc.",574924,-7326,28330016.93,776.2,416.79,967.0
Target Maturity 2029 Bond Fund,2018-03-22,"Apple, Inc.",432725,-8513,73410180.63,19.3,873.93,842.2
Sustainable Retail Fund,2017-08-16,"The Hain Celestial Group, Inc.",921646,1100,65990131.76,222.41,351.87,108.56
Fixed Maturity 2027 Bond Fund,2017-11-10,Volkswagen AG,990860,6014,20986963.73,995.47,103.41,874.99
Fixed Maturity 2027 Bond Fund,2020-07-13,Volkswagen AG,932779,9356,66059987.29,531.87,101.81,223.64
Equity Diversified Selection Fund,2022-06-02,"Facebook, Inc.",392327,-2510,49108182.59,726.22,982.82,862.69
Global Short Term Credit Fund,2018-03-26,Bank of America Corp.,285028,2392,63943683.68,975.6,601.3,50.36
Sustainable Retail Fund,2021-12-27,"The Hain Celestial Group, Inc.",126565,2947,220369352.46,740.62,198.95,23.76
Equity Diversified Selection Fund,2021-07-28,Google LLC,670388,3748,47548251.76,740.49,171.15,673.57
Global Short Term Credit Fund,2018-06-03,JPMorgan Chase & Co.,974333,-3509,412566731.69,210.24,466.78,161.48
Impact Credit Strategies Fund,2022-06-16,"SolarEdge Technologies, Inc.",767090,-1168,395825045.21,577.32,505.42,176.16
Sustainable Retail Fund,2017-05-03,"Tesla, Inc.",2675,8837,447396156.49,105.2,855.28,335.68
Impact Credit Strategies Fund,2018-07-17,"SolarEdge Technologies, Inc.",711524,3966,156534020.07,69.87,322.96,603.1
Global Short Term Credit Fund,2018-09-11,HSBC Holdings Plc,64756,9222,316694693.48,481.71,38.52,181.4
Community Savings Bond Fund,2019-05-22,Nestlé SA,448078,-1644,312406542.79,902.67,166.67,364.45
International Fixed Duration Fund,2020-02-17,Allianz SE,139687,-9985,455367810.88,218.23,92.87,333.55
Fixed Maturity 2027 Bond Fund,2022-07-11,Toyota Motor Corp.,133279,824,1807367.9,392.39,857.54,794.05
Sustainable Retail Fund,2020-09-30,"Tesla, Inc.",73211,9367,370812098.67,465.31,350.07,691.07
Global Short Term Credit Fund,2021-03-07,Bank of America Corp.,358216,-5274,108221186.36,485.43,522.7,324.92
Global Short Term Credit Fund,2020-06-06,HSBC Holdings Plc,474692,634,277786839.53,581.61,401.42,955.64
International Fixed Duration Fund,2022-09-02,Ping An Insurance (Group) Co. of China Ltd.,837243,1198,16175696.51,489.53,966.0,913.36
Fixed Maturity 2025 Bond Fund,2017-09-07,Chevron Corp.,429515,-9658,294057113.98,933.74,960.7,907.43
Community Savings Bond Fund,2022-02-02,"Walmart, Inc.",52913,-7943,229070877.08,529.09,819.85,91.57
Subordinated Financials Fund,2019-09-25,"Goldman Sachs Group, Inc.",281846,-907,64119800.36,18.81,40.42,408.38
Impact Credit Strategies Fund,2021-12-27,Vestas Wind Systems A/S,397619,4358,168789794.86,202.08,123.42,958.11
Impact Credit Strategies Fund,2021-04-12,"First Solar, Inc.",421154,6096,284034872.63,272.91,713.62,929.58
Equity Diversified Selection Fund,2018-07-31,"Netflix, Inc.",72516,-8266,408054156.39,63.11,87.03,821.37
Sustainable Retail Fund,2020-06-06,"Beyond Meat, Inc.",305078,3731,317221087.02,321.95,521.51,245.98
Sustainable Retail Fund,2021-01-23,"Tesla, Inc.",528293,7161,456965492.94,589.42,177.34,814.27
Equity Diversified Selection Fund,2017-12-06,"Facebook, Inc.",222339,-9548,214076245.93,560.28,200.48,753.94
Target Maturity 2029 Bond Fund,2021-02-25,"Apple, Inc.",426378,-784,496354022.98,91.86,25.74,374.98
Community Savings Bond Fund,2019-07-14,Procter & Gamble Co.,725326,-5287,456791471.67,223.0,840.26,91.63
Fixed Maturity 2027 Bond Fund,2018-06-07,Volkswagen AG,713522,3214,112806172.27,360.3,935.43,471.65
Subordinated Financials Fund,2017-01-14,Morgan Stanley,627183,-9210,458993643.6,109.36,658.74,129.06
Subordinated Financials Fund,2019-06-01,Citigroup Inc.,974589,-608,236317051.47,171.51,75.95,530.88
Fixed Maturity 2027 Bond Fund,2022-10-10,Volkswagen AG,161862,6746,206258462.45,582.27,87.1,430.88
Sustainable Retail Fund,2022-04-17,"Beyond Meat, Inc.",528754,-7259,236411874.27,681.1,589.81,990.86
International Fixed Duration Fund,2022-06-15,Allianz SE,78929,1021,357870654.57,334.8,430.77,287.58
Community Savings Bond Fund,2020-01-05,"Walmart, Inc.",853121,1887,439967128.61,942.7,829.75,471.46
Fixed Maturity 2025 Bond Fund,2017-11-04,BP Plc,425630,5642,106533401.27,965.95,940.1,348.58
Target Maturity 2029 Bond Fund,2017-05-22,"Amazon.com, Inc.",214982,2430,68396908.86,796.85,889.88,173.99
Fixed Maturity 2027 Bond Fund,2019-09-29,Toyota Motor Corp.,608834,3669,280883630.96,205.35,521.85,461.55
Community Savings Bond Fund,2020-01-11,"Walmart, Inc.",226980,7799,375154817.12,19.6,618.92,84.13
Fixed Maturity 2027 Bond Fund,2020-12-25,Toyota Motor Corp.,377443,-5953,257611735.4,423.76,113.95,581.25
Impact Credit Strategies Fund,2020-11-12,Vestas Wind Systems A/S,841068,-6344,286348397.29,253.91,952.31,892.79
Sustainable Retail Fund,2020-03-10,"The Hain Celestial Group, Inc.",383321,-1708,16109105.16,237.66,431.27,643.22
Fixed Maturity 2027 Bond Fund,2020-07-07,Volkswagen AG,246317,8544,91648946.66,258.44,27.17,655.29
Fixed Maturity 2027 Bond Fund,2022-04-18,Volkswagen AG,554524,-2449,15771810.94,464.54,779.75,365.36
Fixed Maturity 2025 Bond Fund,2022-12-18,Chevron Corp.,720054,4297,38273599.58,971.13,126.89,175.83
Global Short Term Credit Fund,2018-06-27,HSBC Holdings Plc,192427,-252,411554398.88,781.82,908.35,455.15
Fixed Maturity 2025 Bond Fund,2021-03-05,Chevron Corp.,967575,-2865,197478768.25,954.97,462.54,417.53
Equity Diversified Selection Fund,2017-09-18,"Facebook, Inc.",471547,4826,343319795.42,476.62,407.97,415.73
International Fixed Duration Fund,2018-08-31,Allianz SE,805766,-9725,123350995.1,212.08,942.57,978.4
Fixed Maturity 2025 Bond Fund,2022-12-25,Exxon Mobil Corp.,698252,6555,24896735.41,367.03,703.51,906.07
Subordinated Financials Fund,2021-10-17,Citigroup Inc.,598366,3514,79057729.05,693.71,899.27,444.3
Fixed Maturity 2025 Bond Fund,2022-11-25,Exxon Mobil Corp.,9312,3854,43820349.01,296.73,56.9,291.88
International Fixed Duration Fund,2022-04-24,Allianz SE,62973,8152,334724917.66,473.74,332.03,352.39
International Fixed Duration Fund,2018-08-01,Ping An Insurance (Group) Co. of China Ltd.,816877,433,9499667.34,494.12,862.43,350.69
Fixed Maturity 2025 Bond Fund,2021-05-31,BP Plc,113358,3554,39995583.57,709.08,287.76,353.8
Global Short Term Credit Fund,2020-05-13,Bank of America Corp.,531112,-4930,207694596.26,750.34,381.37,953.23
Sustainable Retail Fund,2021-03-29,"Tesla, Inc.",115641,-1121,294702586.54,424.2,893.94,371.91
Global Short Term Credit Fund,2020-04-17,JPMorgan Chase & Co.,348104,-4471,489956440.48,22.4,401.22,148.57
Global Cross Asset Fund,2020-09-07,Alibaba Group Holding Ltd.,616760,5918,403600984.05,939.55,407.45,165.03
Global Short Term Credit Fund,2022-09-24,HSBC Holdings Plc,506594,7266,82146086.42,674.64,803.41,258.74
Global Short Term Credit Fund,2021-01-15,HSBC Holdings Plc,775751,-5238,267315154.11,320.53,370.18,474.84
Fixed Maturity 2027 Bond Fund,2020-03-16,Volkswagen AG,331784,4771,131050664.52,963.33,309.7,105.28
Subordinated Financials Fund,2017-02-05,"Goldman Sachs Group, Inc.",982060,7576,313796972.93,789.13,80.73,932.62
Global Cross Asset Fund,2018-05-05,Johnson & Johnson,20856,8102,481164125.86,15.92,74.01,994.26
Subordinated Financials Fund,2019-03-23,Morgan Stanley,854863,322,5370730.57,885.66,870.91,238.04
Sustainable Retail Fund,2021-09-07,"The Hain Celestial Group, Inc.",811213,-6742,108914056.77,624.97,579.95,808.01
International Fixed Duration Fund,2019-07-19,AXA SA,987838,-2185,335839858.13,663.86,761.49,67.37
Community Savings Bond Fund,2019-07-20,"Walmart, Inc.",602535,296,153655006.05,303.74,475.28,589.09
Sustainable Retail Fund,2019-04-27,"Beyond Meat, Inc.",35716,5355,331432401.43,518.97,936.09,926.11
Fixed Maturity 2027 Bond Fund,2017-06-03,Ford Motor Co.,755885,9387,164233184.5,556.03,625.7,956.23
Fixed Maturity 2025 Bond Fund,2019-10-23,Exxon Mobil Corp.,859668,9368,265522614.17,459.6,990.73,425.85
Impact Credit Strategies Fund,2022-03-16,Vestas Wind Systems A/S,673129,137,251124163.44,719.63,800.04,336.67
Sustainable Retail Fund,2021-01-20,"Beyond Meat, Inc.",515540,7227,351055370.07,264.51,51.92,945.21
Subordinated Financials Fund,2021-09-12,Citigroup Inc.,827528,781,399826330.4,530.44,918.47,189.87
Community Savings Bond Fund,2019-12-11,Nestlé SA,63454,6345,374826446.64,259.22,627.75,785.92
Fixed Maturity 2027 Bond Fund,2019-02-20,Ford Motor Co.,492384,9748,439651519.92,546.16,509.88,755.91
Impact Credit Strategies Fund,2019-10-25,"First Solar, Inc.",837838,-176,89212451.78,39.28,36.84,820.67
Sustainable Retail Fund,2021-11-06,"Tesla, Inc.",391482,6867,367272626.6,670.58,502.07,724.29
Community Savings Bond Fund,2022-11-19,Procter & Gamble Co.,155475,-8759,16288056.01,219.09,631.07,400.89
Impact Credit Strategies Fund,2021-04-13,"First Solar, Inc.",478895,6947,236724878.43,716.41,596.78,111.37
Impact Credit Strategies Fund,2017-11-03,Vestas Wind Systems A/S,986336,7000,125659662.98,427.0,767.85,11.23
Target Maturity 2029 Bond Fund,2020-07-17,"Amazon.com, Inc.",881867,-2636,208804572.04,23.03,94.02,988.28
Fixed Maturity 2025 Bond Fund,2021-07-26,BP Plc,903435,1411,6277615.08,490.29,777.23,206.65
Fixed Maturity 2027 Bond Fund,2020-09-02,Volkswagen AG,846793,5302,306653686.39,60.76,847.92,76.79
Target Maturity 2029 Bond Fund,2022-10-17,Microsoft Corp.,554156,-1359,138116515.31,289.13,398.43,15.86
Community Savings Bond Fund,2022-01-01,Nestlé SA,655435,-3283,439320595.58,697.62,251.5,345.26
Global Cross Asset Fund,2019-06-03,Johnson & Johnson,363395,1194,234452731.32,870.41,816.87,530.55
Fixed Maturity 2027 Bond Fund,2022-11-19,Volkswagen AG,899267,-7138,439299171.0,965.26,366.69,409.91
Impact Credit Strategies Fund,2018-07-23,Vestas Wind Systems A/S,268307,-7090,264387631.24,870.64,615.85,458.7
Subordinated Financials Fund,2022-04-13,Citigroup Inc.,555712,-2955,268118890.8,366.64,893.61,307.57
Subordinated Financials Fund,2022-07-01,"Goldman Sachs Group, Inc.",140508,-2681,162141270.78,775.01,80.1,739.69
Global Short Term Credit Fund,2021-11-30,Bank of America Corp.,306481,-6202,78589014.69,679.89,242.95,754.53
Sustainable Retail Fund,2017-07-04,"Beyond Meat, Inc.",268274,-833,279171625.36,134.82,200.76,284.63
Sustainable Retail Fund,2020-02-23,"Beyond Meat, Inc.",138999,-2732,372104588.55,374.1,534.41,951.12
Global Cross Asset Fund,2020-05-22,Alibaba Group Holding Ltd.,71128,3649,472251083.35,340.02,586.25,588.43
Equity Diversified Selection Fund,2022-12-24,"Netflix, Inc.",560415,5743,400908415.89,831.07,796.97,191.34
Global Cross Asset Fund,2020-02-17,Alibaba Group Holding Ltd.,206415,5390,394690150.37,954.97,930.76,27.35
International Fixed Duration Fund,2021-12-02,Allianz SE,929468,-5915,3266862.17,746.08,88.05,893.53
Global Cross Asset Fund,2018-04-23,Alibaba Group Holding Ltd.,626896,-2919,295407591.7,939.28,312.42,353.37
Impact Credit Strategies Fund,2021-03-18,Vestas Wind Systems A/S,696971,8886,279965779.07,280.5,62.87,735.33
Impact Credit Strategies Fund,2021-10-23,Vestas Wind Systems A/S,991962,7142,173894808.81,10.84,648.52,65.85
Equity Diversified Selection Fund,2020-04-04,"Facebook, Inc.",185528,4229,205424737.13,885.26,534.28,951.32
Community Savings Bond Fund,2018-07-07,Nestlé SA,178044,4785,155911986.7,195.51,806.6,243.15
Global Cross Asset Fund,2022-04-12,Johnson & Johnson,910556,7528,141262282.26,856.82,343.4,741.27
Community Savings Bond Fund,2018-06-26,"Walmart, Inc.",364240,2735,208012768.14,826.84,679.81,36.12
Equity Diversified Selection Fund,2022-12-28,"Facebook, Inc.",299239,6970,342666253.16,888.65,327.7,278.46
Community Savings Bond Fund,2021-12-25,Procter & Gamble Co.,749494,-7530,203937977.25,990.85,884.11,597.83
Fixed Maturity 2027 Bond Fund,2020-04-05,Volkswagen AG,141710,7121,390076509.99,592.43,170.23,166.78
Global Short Term Credit Fund,2017-12-23,Bank of America Corp.,667967,-1942,65781359.96,27.98,974.0,899.04
Fixed Maturity 2025 Bond Fund,2021-02-19,Exxon Mobil Corp.,655929,6381,107513469.88,216.62,780.33,306.5
Sustainable Retail Fund,2021-08-09,"Beyond Meat, Inc.",393678,-9435,346047442.05,21.02,975.04,865.51
Global Cross Asset Fund,2017-06-29,"Berkshire Hathaway, Inc.",140883,7774,370767957.42,991.91,481.43,958.27
International Fixed Duration Fund,2018-12-06,Allianz SE,951206,5820,251761876.52,242.62,701.96,64.0
Global Short Term Credit Fund,2021-07-20,JPMorgan Chase & Co.,324091,4250,206454846.76,845.29,570.25,273.29
International Fixed Duration Fund,2018-01-03,Allianz SE,717487,-9414,61716753.94,471.99,208.96,303.39
Target Maturity 2029 Bond Fund,2022-12-04,"Apple, Inc.",12642,7348,45906659.53,978.98,938.07,918.98
International Fixed Duration Fund,2022-09-16,AXA SA,577105,7697,444869790.73,129.17,310.85,857.66
Sustainable Retail Fund,2019-07-11,"Tesla, Inc.",938922,-3274,398043194.9,99.22,297.1,440.49
Fixed Maturity 2025 Bond Fund,2019-09-24,Exxon Mobil Corp.,349769,-315,111039559.54,99.0,269.67,720.86
Global Short Term Credit Fund,2020-03-31,Bank of America Corp.,464840,3453,133776722.9,309.86,159.65,293.66
Community Savings Bond Fund,2019-12-01,"Walmart, Inc.",775734,3889,91327708.34,57.59,747.48,694.66
Target Maturity 2029 Bond Fund,2019-10-21,"Apple, Inc.",928594,9791,127688166.72,221.42,319.21,559.28
Subordinated Financials Fund,2019-09-01,"Goldman Sachs Group, Inc.",31939,-7216,222001264.71,119.48,252.5,89.64
Target Maturity 2029 Bond Fund,2022-07-15,"Amazon.com, Inc.",926826,9164,240699229.28,267.85,87.3,354.02
Fixed Maturity 2027 Bond Fund,2022-03-31,Toyota Motor Corp.,499321,1853,280301310.59,272.11,674.32,999.62
Global Cross Asset Fund,2017-06-23,"Berkshire Hathaway, Inc.",705090,-9810,396858782.42,647.68,853.13,967.72
Target Maturity 2029 Bond Fund,2021-03-20,Microsoft Corp.,653226,-5878,221743171.03,603.16,210.83,233.48
Impact Credit Strategies Fund,2018-03-25,"First Solar, Inc.",170947,-5702,70046549.6,620.31,313.76,737.88
Impact Credit Strategies Fund,2019-08-21,Vestas Wind Systems A/S,430266,7264,39023525.19,441.9,752.04,554.41
Community Savings Bond Fund,2022-06-16,Procter & Gamble Co.,924136,5405,142851572.92,280.95,277.98,650.85
Equity Diversified Selection Fund,2021-12-05,"Facebook, Inc.",788973,-4990,358428927.11,666.47,831.92,345.92
Equity Diversified Selection Fund,2021-04-09,"Facebook, Inc.",794104,9603,9005984.64,965.44,512.87,321.66
Impact Credit Strategies Fund,2022-04-05,Vestas Wind Systems A/S,133571,-5105,495447097.89,166.4,197.24,203.97
Equity Diversified Selection Fund,2022-01-10,"Facebook, Inc.",159907,-9735,165352138.23,863.58,43.46,945.01
Fixed Maturity 2027 Bond Fund,2022-01-11,Volkswagen AG,38777,-5516,140274815.76,160.03,778.96,253.2
Global Short Term Credit Fund,2018-10-12,JPMorgan Chase & Co.,832861,-8543,329428811.12,753.16,882.63,833.42
Fixed Maturity 2025 Bond Fund,2020-09-25,Chevron Corp.,425607,-5515,364346478.92,145.3,327.69,515.34
Equity Diversified Selection Fund,2020-10-22,Google LLC,581755,-1949,222440125.14,322.0,219.62,394.62
Community Savings Bond Fund,2018-06-11,Nestlé SA,732238,618,117219173.0,322.25,441.16,756.49
Community Savings Bond Fund,2017-04-22,Procter & Gamble Co.,772213,-6710,47307049.93,820.66,153.18,931.95
Community Savings Bond Fund,2020-03-01,Nestlé SA,571466,2716,154176521.53,406.05,885.26,164.74
Equity Diversified Selection Fund,2018-08-09,Google LLC,870550,9024,321980061.79,412.7,854.58,575.82
Equity Diversified Selection Fund,2021-11-14,"Netflix, Inc.",872368,6557,331622904.33,14.29,823.89,156.72
Equity Diversified Selection Fund,2021-09-19,Google LLC,430520,-8647,86686083.9,299.5,498.25,73.14
Community Savings Bond Fund,2017-06-23,"Walmart, Inc.",584363,2920,341228762.38,372.72,539.59,840.77
Subordinated Financials Fund,2022-06-03,Morgan Stanley,490439,-7728,243289086.53,920.05,466.33,186.65
Community Savings Bond Fund,2019-08-15,Procter & Gamble Co.,728220,-6880,181561667.81,593.09,920.67,845.23
Global Cross Asset Fund,2017-02-18,Alibaba Group Holding Ltd.,230996,-1663,36618459.28,304.56,547.69,503.2
Sustainable Retail Fund,2018-11-21,"Tesla, Inc.",197065,5528,493199287.75,217.98,984.37,673.57
Impact Credit Strategies Fund,2018-04-09,"First Solar, Inc.",141052,-1071,290016682.21,267.22,769.96,42.95
Sustainable Retail Fund,2019-07-18,"Tesla, Inc.",683190,4638,386304417.26,402.8,944.45,108.63
Global Short Term Credit Fund,2022-01-19,Bank of America Corp.,506821,-7129,119455936.26,922.11,501.63,882.59
Fixed Maturity 2025 Bond Fund,2019-07-02,BP Plc,625959,2058,491311913.71,122.71,425.44,504.0
Fixed Maturity 2027 Bond Fund,2019-04-15,Ford Motor Co.,87809,1295,20204477.34,595.04,843.12,864.84
Target Maturity 2029 Bond Fund,2017-04-18,"Apple, Inc.",279541,-1988,265223732.35,150.16,332.58,537.64
Global Cross Asset Fund,2022-02-06,Alibaba Group Holding Ltd.,529968,1661,62687020.94,456.67,807.22,629.71
Sustainable Retail Fund,2018-12-26,"The Hain Celestial Group, Inc.",612514,-3194,155025040.03,215.72,557.37,113.69
Global Cross Asset Fund,2020-10-15,Alibaba Group Holding Ltd.,455261,3436,184958595.02,699.61,942.7,719.22
Subordinated Financials Fund,2021-03-28,"Goldman Sachs Group, Inc.",978385,-9944,357761290.78,681.31,949.59,943.34
Global Short Term Credit Fund,2021-10-18,JPMorgan Chase & Co.,747114,6488,372786538.56,123.27,144.13,833.51
Subordinated Financials Fund,2022-12-29,Citigroup Inc.,837903,-2143,249231181.65,837.53,156.74,615.06
Global Short Term Credit Fund,2020-10-14,Bank of America Corp.,224889,4577,63427138.4,508.66,834.32,282.58
Sustainable Retail Fund,2020-08-17,"Tesla, Inc.",571244,-1659,390231811.5,974.77,859.48,618.3
Fixed Maturity 2027 Bond Fund,2020-05-13,Ford Motor Co.,232221,7460,489254373.66,644.04,852.56,638.08
