FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
European High Yield Bond Fund,2021-01-20,"PetroChina Co., Ltd.",918678,-294,363698475,731,685,765
Fixed Maturity 2025 Bond Fund,2018-04-08,Mercedes-Benz Group AG,524067,4690,673506104,977,306,344
Sustainable Retail Fund,2018-04-08,"UnitedHealth Group, Inc.",634150,2127,571816006,946,109,863
European High Yield Bond Fund,2021-07-06,Petróleo Brasileiro SA,204765,-1910,400476861,499,664,773
Fixed Maturity 2027 Bond Fund,2020-01-22,"AT&T, Inc.",508185,-4462,828604493,28,35,591
Sustainable Retail Fund,2019-07-08,Deutsche Telekom AG,126820,4737,28173202,303,138,726
International Fixed Duration Fund,2019-10-08,Gazprom PJSC,617041,1557,128028240,872,371,887
International Fixed Duration Fund,2022-03-07,"PetroChina Co., Ltd.",716748,605,194594371,112,718,272
European High Yield Bond Fund,2021-02-09,"Samsung Electronics Co., Ltd.",699649,770,288020981,770,931,522
International Fixed Duration Fund,2021-09-16,Shell Plc,165213,1553,765321149,103,195,280
Impact Credit Strategies Fund,2018-12-10,Petróleo Brasileiro SA,273672,-338,214870139,793,100,640
Equity Diversified Selection Fund,2019-09-25,"Taiwan Semiconductor Manufacturing Co., Ltd.",884697,-688,199703912,752,72,719
Fixed Maturity 2025 Bond Fund,2021-04-13,Saudi Arabian Oil Co.,172290,-4097,525440683,785,994,164
Global Short Term Credit Fund,2017-12-01,China Mobile Ltd.,464104,-3141,513227833,379,719,773
European High Yield Bond Fund,2018-12-06,"AT&T, Inc.",78638,1053,629218290,892,47,24
Global Short Term Credit Fund,2018-02-01,"Samsung Electronics Co., Ltd.",249612,-652,959623646,600,154,840
Global Cross Asset Fund,2017-02-03,Pfizer Inc.,403419,-4704,198909647,888,524,118
Sustainable Retail Fund,2021-10-17,"AT&T, Inc.",76534,4479,544935346,245,184,431
Global Cross Asset Fund,2018-08-01,TotalEnergies SE,479724,776,821792684,547,368,44
Global Cross Asset Fund,2021-11-03,Gazprom PJSC,315303,-2426,605402552,379,941,90
Fixed Maturity 2027 Bond Fund,2019-11-27,China Mobile Ltd.,603232,-2637,573824570,771,443,648
Global Short Term Credit Fund,2022-06-03,Gazprom PJSC,359098,3629,419616881,17,276,407
Global Short Term Credit Fund,2018-05-15,"AT&T, Inc.",21676,-1661,808334943,877,790,764
Equity Diversified Selection Fund,2021-03-31,"PetroChina Co., Ltd.",391943,468,504275504,368,680,647
Impact Credit Strategies Fund,2021-08-25,Sony Group Corp.,997599,-1912,45595644,772,880,572
Impact Credit Strategies Fund,2019-07-07,Gazprom PJSC,265155,-3541,490574835,910,927,424
Global Cross Asset Fund,2018-07-07,TotalEnergies SE,906520,-4466,802839431,879,769,260
Impact Credit Strategies Fund,2018-10-20,Bayerische Motoren Werke AG,667454,-4052,301486886,463,554,469
Target Maturity 2029 Bond Fund,2021-09-17,"PetroChina Co., Ltd.",636349,-2241,961610825,527,988,85
International Fixed Duration Fund,2022-05-22,Pfizer Inc.,156696,2609,92423474,782,702,141
European High Yield Bond Fund,2021-06-03,"AbbVie, Inc.",829999,656,515655202,599,218,581
Sustainable Retail Fund,2018-12-18,"UnitedHealth Group, Inc.",306426,-4910,489672673,690,254,566
Target Maturity 2029 Bond Fund,2019-01-08,Gazprom PJSC,646743,-1863,299008281,417,752,383
Global Cross Asset Fund,2020-04-05,Mercedes-Benz Group AG,589430,2477,531712283,366,902,238
Global Cross Asset Fund,2022-09-10,Comcast Corp.,362199,158,234222185,780,659,117
Fixed Maturity 2025 Bond Fund,2021-06-28,Industrial & Commercial Bank of China Ltd.,381694,-4066,885333908,626,704,240
Fixed Maturity 2027 Bond Fund,2018-10-19,Sony Group Corp.,777388,3478,27565913,159,252,328
Global Cross Asset Fund,2017-05-27,Industrial & Commercial Bank of China Ltd.,781928,818,469154086,236,617,277
Target Maturity 2029 Bond Fund,2018-06-26,"Taiwan Semiconductor Manufacturing Co., Ltd.",106007,-3155,21834682,462,195,309
Impact Credit Strategies Fund,2017-09-13,Shell Plc,442851,-3595,604790590,590,649,27
European High Yield Bond Fund,2021-01-18,Intel Corp.,332605,-883,235778562,867,819,914
Target Maturity 2029 Bond Fund,2018-10-26,Intel Corp.,683512,3632,465154379,685,659,918
Global Cross Asset Fund,2020-03-29,"AT&T, Inc.",913205,-573,115511064,62,465,576
Fixed Maturity 2027 Bond Fund,2020-11-15,"PetroChina Co., Ltd.",690764,-4913,667969214,884,660,904
International Fixed Duration Fund,2017-06-12,"UnitedHealth Group, Inc.",349952,-1605,956807972,994,287,961
Fixed Maturity 2027 Bond Fund,2022-01-13,Saudi Arabian Oil Co.,944420,4746,743259676,326,612,653
International Fixed Duration Fund,2022-08-29,Sony Group Corp.,278490,-981,40837692,104,812,97
Fixed Maturity 2027 Bond Fund,2017-11-22,Reliance Industries Ltd.,550228,-685,548324187,769,480,990
Impact Credit Strategies Fund,2018-10-17,Bayerische Motoren Werke AG,598777,-535,349294134,936,512,242
Global Cross Asset Fund,2020-02-17,Reliance Industries Ltd.,75527,-796,119006963,964,88,128
Fixed Maturity 2027 Bond Fund,2021-03-13,"Samsung Electronics Co., Ltd.",924558,4719,685122098,542,808,874
International Fixed Duration Fund,2021-06-26,Deutsche Telekom AG,145359,-2090,794641042,755,609,863
Target Maturity 2029 Bond Fund,2021-05-12,Saudi Arabian Oil Co.,82139,-1750,596542010,933,57,604
European High Yield Bond Fund,2021-10-16,Reliance Industries Ltd.,352758,328,98664665,987,393,378
Target Maturity 2029 Bond Fund,2021-04-07,"Verizon Communications, Inc.",207427,-861,865572518,197,218,458
Equity Diversified Selection Fund,2022-10-17,Intel Corp.,748235,-3314,934773999,541,201,658
Impact Credit Strategies Fund,2022-10-30,TotalEnergies SE,70514,-3783,882665981,219,998,946
Fixed Maturity 2025 Bond Fund,2022-08-12,"AT&T, Inc.",57179,-3162,190946230,150,604,632
Global Short Term Credit Fund,2019-07-31,Comcast Corp.,317533,-1981,692909653,859,740,272
Community Savings Bond Fund,2018-07-23,Tencent Holdings Ltd.,294252,-4599,787872016,14,467,178
European High Yield Bond Fund,2019-10-13,TotalEnergies SE,626917,-2443,350522732,615,858,448
International Fixed Duration Fund,2019-09-17,China Mobile Ltd.,693329,2996,326949500,626,372,644
International Fixed Duration Fund,2018-08-15,"AT&T, Inc.",859419,2355,931723123,365,57,306
European High Yield Bond Fund,2019-07-12,Deutsche Telekom AG,622230,-4258,621333641,495,192,234
Fixed Maturity 2025 Bond Fund,2020-08-31,TotalEnergies SE,263956,-4413,516040071,303,115,148
Fixed Maturity 2027 Bond Fund,2017-05-13,Tencent Holdings Ltd.,929552,2155,679589957,385,31,434
Sustainable Retail Fund,2020-08-15,Bayerische Motoren Werke AG,639394,2422,596446941,508,935,77
Fixed Maturity 2027 Bond Fund,2020-03-14,Comcast Corp.,834601,-718,298085183,947,707,80
International Fixed Duration Fund,2019-07-19,Gazprom PJSC,497041,-2455,809503361,41,552,102
Target Maturity 2029 Bond Fund,2022-03-13,Shell Plc,869377,2009,602665455,530,809,860
Global Short Term Credit Fund,2021-01-09,Intel Corp.,711651,-1015,555294060,289,945,693
Community Savings Bond Fund,2022-11-26,"UnitedHealth Group, Inc.",292775,3195,55319690,346,261,868
Global Short Term Credit Fund,2017-01-09,Reliance Industries Ltd.,679875,-1626,718563317,398,627,211
International Fixed Duration Fund,2022-09-15,Industrial & Commercial Bank of China Ltd.,240087,-4776,519872418,446,956,207
Fixed Maturity 2027 Bond Fund,2022-09-22,Gazprom PJSC,476451,-2069,510323024,299,829,562
Impact Credit Strategies Fund,2020-01-05,Saudi Arabian Oil Co.,733503,1542,371913578,458,981,498
Fixed Maturity 2027 Bond Fund,2021-01-05,"PetroChina Co., Ltd.",79106,-3473,68757657,291,838,894
International Fixed Duration Fund,2017-08-28,Sony Group Corp.,23244,2151,882560493,116,529,173
Global Cross Asset Fund,2017-09-24,Petróleo Brasileiro SA,749115,-2753,879051222,606,702,21
Impact Credit Strategies Fund,2017-08-24,"Taiwan Semiconductor Manufacturing Co., Ltd.",836122,-811,245641379,843,644,645
International Fixed Duration Fund,2019-02-05,Reliance Industries Ltd.,494208,3164,526452416,549,366,947
Impact Credit Strategies Fund,2019-10-15,Reliance Industries Ltd.,189068,3027,730442576,702,179,196
Equity Diversified Selection Fund,2022-07-28,Shell Plc,929535,923,136063587,145,840,376
European High Yield Bond Fund,2020-04-03,Gazprom PJSC,252206,4411,195616311,175,605,38
Target Maturity 2029 Bond Fund,2021-11-19,Reliance Industries Ltd.,769223,691,128693355,907,135,728
Equity Diversified Selection Fund,2022-05-14,Saudi Arabian Oil Co.,641287,-4206,207208205,366,272,629
Fixed Maturity 2027 Bond Fund,2019-07-10,Pfizer Inc.,546587,2648,832166408,91,744,971
Fixed Maturity 2025 Bond Fund,2019-01-25,"Samsung Electronics Co., Ltd.",265669,3244,32391443,264,345,335
Equity Diversified Selection Fund,2020-07-09,"Verizon Communications, Inc.",711363,2994,701753222,96,905,467
Sustainable Retail Fund,2021-09-17,Shell Plc,690383,-2859,294342132,122,88,930
Impact Credit Strategies Fund,2022-08-29,Intel Corp.,30851,-3427,114883467,637,609,224
Fixed Maturity 2025 Bond Fund,2021-01-09,Tencent Holdings Ltd.,804931,1850,605442869,211,983,133
Impact Credit Strategies Fund,2020-01-29,"Taiwan Semiconductor Manufacturing Co., Ltd.",551576,2205,124182829,591,408,460
Global Short Term Credit Fund,2019-11-27,"Samsung Electronics Co., Ltd.",983728,-4978,796462482,249,980,67
International Fixed Duration Fund,2018-05-22,"AbbVie, Inc.",380138,-3896,475741007,637,945,210
Fixed Maturity 2025 Bond Fund,2017-08-26,Pfizer Inc.,246796,2423,294702667,614,961,706
Global Short Term Credit Fund,2018-10-19,Industrial & Commercial Bank of China Ltd.,482723,-2796,761003756,205,532,772
Community Savings Bond Fund,2019-12-05,Pfizer Inc.,429405,857,555271196,247,882,752
Impact Credit Strategies Fund,2018-05-18,Gazprom PJSC,103611,-3910,655776460,728,696,936
Impact Credit Strategies Fund,2019-03-21,Industrial & Commercial Bank of China Ltd.,31001,-501,34852364,549,575,509
Global Cross Asset Fund,2020-01-14,Gazprom PJSC,371160,3541,647868503,182,372,460
Fixed Maturity 2025 Bond Fund,2021-12-19,"AT&T, Inc.",512757,923,998893427,525,425,298
European High Yield Bond Fund,2022-01-27,Reliance Industries Ltd.,903471,-4472,625568158,477,243,571
Global Cross Asset Fund,2017-08-13,"Taiwan Semiconductor Manufacturing Co., Ltd.",194697,-1260,748197553,221,940,900
Global Short Term Credit Fund,2022-09-29,Sony Group Corp.,179324,-3274,455659958,330,558,861
Fixed Maturity 2025 Bond Fund,2021-04-12,"AT&T, Inc.",348615,-2927,707612503,918,720,318
Community Savings Bond Fund,2017-01-26,TotalEnergies SE,978863,2750,801014065,570,259,689
Global Short Term Credit Fund,2019-03-12,Industrial & Commercial Bank of China Ltd.,194320,1601,794379637,941,676,97
International Fixed Duration Fund,2019-08-02,Gazprom PJSC,407551,2525,787141496,984,959,298
Global Cross Asset Fund,2017-09-04,Gazprom PJSC,65047,-3388,291706602,823,367,581
Fixed Maturity 2025 Bond Fund,2019-08-06,Gazprom PJSC,900644,-4965,817147674,405,308,711
Global Cross Asset Fund,2022-08-11,Bayerische Motoren Werke AG,416930,2721,304077439,837,41,625
Community Savings Bond Fund,2019-04-20,"AbbVie, Inc.",598083,-27,499650053,501,177,278
European High Yield Bond Fund,2020-03-16,"AT&T, Inc.",964317,-267,274993740,272,161,506
Community Savings Bond Fund,2021-07-27,TotalEnergies SE,269438,18,455722649,479,654,58
Global Short Term Credit Fund,2017-08-19,"AbbVie, Inc.",83181,-93,142221717,572,508,238
Equity Diversified Selection Fund,2019-05-17,Mercedes-Benz Group AG,412421,52,489159925,386,333,647
Sustainable Retail Fund,2019-03-09,"AT&T, Inc.",861158,-1968,590875831,775,369,348
Global Cross Asset Fund,2021-01-21,Gazprom PJSC,216349,4348,843913481,675,122,216
Fixed Maturity 2027 Bond Fund,2017-11-27,Reliance Industries Ltd.,863330,193,321008681,398,170,274
Sustainable Retail Fund,2018-01-10,Mercedes-Benz Group AG,924651,-4667,61127301,930,691,183
Fixed Maturity 2025 Bond Fund,2020-03-25,"Verizon Communications, Inc.",521334,-2237,744721112,494,980,225
Global Short Term Credit Fund,2021-06-30,"AT&T, Inc.",609447,1380,818255787,343,631,954
Community Savings Bond Fund,2019-03-22,"PetroChina Co., Ltd.",810261,4969,963862618,71,43,923
European High Yield Bond Fund,2021-12-27,Gazprom PJSC,155247,-1408,777882780,838,261,370
Global Short Term Credit Fund,2017-12-16,"Taiwan Semiconductor Manufacturing Co., Ltd.",908982,3958,218351677,575,597,155
European High Yield Bond Fund,2019-11-29,Sony Group Corp.,180093,4836,469316268,969,386,888
European High Yield Bond Fund,2017-02-08,"UnitedHealth Group, Inc.",998660,-616,200089349,729,82,115
Target Maturity 2029 Bond Fund,2017-03-20,Comcast Corp.,661081,-1740,36296768,524,158,827
Equity Diversified Selection Fund,2018-06-13,"Samsung Electronics Co., Ltd.",344548,-507,559460647,981,94,996
Global Short Term Credit Fund,2018-03-22,Gazprom PJSC,236275,581,56104881,566,868,828
Equity Diversified Selection Fund,2020-10-05,TotalEnergies SE,753981,-3552,146677966,746,589,386
International Fixed Duration Fund,2020-08-18,"AbbVie, Inc.",616559,-3556,595165992,86,759,413
European High Yield Bond Fund,2021-03-22,Reliance Industries Ltd.,145699,-2043,332323810,838,125,930
Fixed Maturity 2027 Bond Fund,2018-12-04,"AbbVie, Inc.",986407,-3419,954397855,34,17,371
Impact Credit Strategies Fund,2020-09-08,Shell Plc,516835,-1036,189496022,210,895,607
Global Short Term Credit Fund,2020-08-14,"Verizon Communications, Inc.",226436,1448,311389172,94,903,162
Fixed Maturity 2025 Bond Fund,2017-01-01,Intel Corp.,75266,-304,576689392,419,409,344
Target Maturity 2029 Bond Fund,2017-02-08,"AbbVie, Inc.",556280,-2821,598011646,350,831,604
European High Yield Bond Fund,2018-01-24,Saudi Arabian Oil Co.,170997,-887,432624797,730,560,327
Sustainable Retail Fund,2019-09-03,"AbbVie, Inc.",52195,-4146,282102360,784,308,907
International Fixed Duration Fund,2022-05-22,Comcast Corp.,548463,-3278,697063902,648,63,909
International Fixed Duration Fund,2019-08-15,"Verizon Communications, Inc.",515275,3703,770168027,566,568,641
Fixed Maturity 2027 Bond Fund,2020-10-15,China Mobile Ltd.,649546,2120,742499815,831,552,891
Global Short Term Credit Fund,2022-01-28,Reliance Industries Ltd.,846790,2643,754330868,41,550,513
Equity Diversified Selection Fund,2020-04-25,Pfizer Inc.,600829,3037,434819936,193,867,957
Equity Diversified Selection Fund,2018-09-09,TotalEnergies SE,188914,298,149700950,589,367,716
Target Maturity 2029 Bond Fund,2022-09-27,"Samsung Electronics Co., Ltd.",970583,4312,785301465,955,335,678
Sustainable Retail Fund,2021-11-04,"Taiwan Semiconductor Manufacturing Co., Ltd.",559536,-4742,430994477,517,385,641
Target Maturity 2029 Bond Fund,2021-08-19,Petróleo Brasileiro SA,980631,2597,92250574,994,630,993
Equity Diversified Selection Fund,2021-08-12,"AT&T, Inc.",5586,-4834,529783108,906,467,282
Fixed Maturity 2027 Bond Fund,2020-12-04,"AbbVie, Inc.",817110,1392,552574793,670,891,278
Target Maturity 2029 Bond Fund,2020-05-31,Gazprom PJSC,255947,4631,19596771,116,811,805
Community Savings Bond Fund,2019-02-13,Industrial & Commercial Bank of China Ltd.,503804,-4422,80435656,579,923,596
Sustainable Retail Fund,2018-03-25,Reliance Industries Ltd.,38165,4168,696070455,291,931,659
Fixed Maturity 2025 Bond Fund,2021-01-12,Petróleo Brasileiro SA,170891,76,325705752,765,343,806
Community Savings Bond Fund,2019-05-01,"AbbVie, Inc.",213093,4281,986685738,740,575,189
Global Short Term Credit Fund,2022-12-03,"Taiwan Semiconductor Manufacturing Co., Ltd.",198360,-3282,419496767,912,376,581
Community Savings Bond Fund,2021-02-28,Tencent Holdings Ltd.,825758,-1947,720222809,140,751,254
Fixed Maturity 2027 Bond Fund,2020-08-10,Petróleo Brasileiro SA,443405,2046,774927714,67,544,249
Equity Diversified Selection Fund,2020-11-07,"Taiwan Semiconductor Manufacturing Co., Ltd.",791915,-3468,418565904,956,245,665
Equity Diversified Selection Fund,2019-08-20,Reliance Industries Ltd.,615554,2674,248255200,852,931,828
Fixed Maturity 2025 Bond Fund,2020-03-10,Sony Group Corp.,391702,-2455,138614954,851,985,85
Impact Credit Strategies Fund,2020-08-15,"AT&T, Inc.",464553,2462,537164951,859,324,1000
Fixed Maturity 2025 Bond Fund,2017-09-22,Petróleo Brasileiro SA,844056,-4691,782478237,604,619,488
Equity Diversified Selection Fund,2020-12-11,Petróleo Brasileiro SA,220074,2875,792294276,832,16,447
Target Maturity 2029 Bond Fund,2021-04-23,Bayerische Motoren Werke AG,760645,1251,311892396,584,928,791
Fixed Maturity 2027 Bond Fund,2021-06-25,Gazprom PJSC,527440,26,769880482,371,133,943
Global Short Term Credit Fund,2017-10-02,Industrial & Commercial Bank of China Ltd.,501211,-4921,271620641,629,453,235
European High Yield Bond Fund,2022-03-02,TotalEnergies SE,239563,2413,798245690,457,854,839
Community Savings Bond Fund,2022-08-16,Comcast Corp.,248419,-1463,794404464,123,449,742
Equity Diversified Selection Fund,2022-01-23,Comcast Corp.,562334,-4756,917302302,970,556,663
Impact Credit Strategies Fund,2022-01-29,Tencent Holdings Ltd.,511656,-737,813283250,127,566,125
Impact Credit Strategies Fund,2020-11-08,Mercedes-Benz Group AG,539165,2725,642533359,390,659,737
Fixed Maturity 2025 Bond Fund,2017-04-03,Reliance Industries Ltd.,630685,-4710,326506715,208,838,315
Impact Credit Strategies Fund,2021-10-07,Gazprom PJSC,893194,-4148,531766111,42,929,563
Global Cross Asset Fund,2022-09-18,Saudi Arabian Oil Co.,202558,-3307,388791606,277,192,57
International Fixed Duration Fund,2021-09-07,Shell Plc,146147,4116,866873649,411,722,851
Community Savings Bond Fund,2021-10-05,Reliance Industries Ltd.,452939,-1168,613895287,106,810,729
Sustainable Retail Fund,2019-09-17,Mercedes-Benz Group AG,385905,4521,317778798,620,105,958
Fixed Maturity 2025 Bond Fund,2018-08-08,"Taiwan Semiconductor Manufacturing Co., Ltd.",74204,2604,944413641,833,685,531
European High Yield Bond Fund,2018-08-17,Reliance Industries Ltd.,307564,-522,862698974,428,396,949
Fixed Maturity 2027 Bond Fund,2022-08-11,Comcast Corp.,568905,-1527,729863306,642,332,335
Global Short Term Credit Fund,2017-07-27,"Verizon Communications, Inc.",293857,2644,399124065,959,960,768
Global Cross Asset Fund,2021-07-12,"PetroChina Co., Ltd.",332878,2830,864850784,794,307,257
Global Cross Asset Fund,2017-08-21,"Verizon Communications, Inc.",579417,1240,116084619,975,160,393
Global Cross Asset Fund,2017-11-21,China Mobile Ltd.,533530,-2443,889789859,97,325,442
European High Yield Bond Fund,2019-12-19,Pfizer Inc.,17907,625,882098797,481,858,581
Fixed Maturity 2025 Bond Fund,2021-11-15,Sony Group Corp.,473557,3170,430915781,126,608,183
International Fixed Duration Fund,2020-06-03,Mercedes-Benz Group AG,417021,2567,61934357,839,994,525
European High Yield Bond Fund,2021-08-29,Shell Plc,257909,-399,640368745,590,897,67
Fixed Maturity 2027 Bond Fund,2017-05-02,Comcast Corp.,349412,4295,630370178,444,222,654
European High Yield Bond Fund,2021-11-06,"Samsung Electronics Co., Ltd.",809316,1466,278037381,919,409,938
Fixed Maturity 2025 Bond Fund,2021-01-27,Reliance Industries Ltd.,431284,-498,509607255,685,382,129
Global Cross Asset Fund,2022-09-01,Pfizer Inc.,489484,-2896,339896138,219,535,647
Fixed Maturity 2025 Bond Fund,2018-05-13,"Taiwan Semiconductor Manufacturing Co., Ltd.",451875,-2417,444233332,141,414,767
International Fixed Duration Fund,2022-08-23,"AbbVie, Inc.",813365,-885,599464720,421,751,691
Community Savings Bond Fund,2019-06-30,Reliance Industries Ltd.,155881,3198,924086745,590,29,275
Target Maturity 2029 Bond Fund,2021-10-18,"AbbVie, Inc.",381162,-4573,469417010,790,196,330
European High Yield Bond Fund,2020-12-21,"Verizon Communications, Inc.",732910,-3188,40660763,187,760,37
Fixed Maturity 2025 Bond Fund,2022-08-04,Intel Corp.,743337,912,119895113,264,113,752
International Fixed Duration Fund,2017-05-16,China Mobile Ltd.,56676,-1485,569145475,747,551,317
Global Short Term Credit Fund,2019-10-12,"UnitedHealth Group, Inc.",263195,2525,939529383,373,720,726
Fixed Maturity 2027 Bond Fund,2022-03-20,Tencent Holdings Ltd.,317554,-3996,168282543,91,430,934
Fixed Maturity 2027 Bond Fund,2019-04-11,Gazprom PJSC,467409,-2712,41753685,804,156,894
Global Short Term Credit Fund,2019-06-24,China Mobile Ltd.,926528,1481,374691443,947,413,203
Target Maturity 2029 Bond Fund,2020-09-10,Saudi Arabian Oil Co.,878979,3673,227445727,565,27,862
Sustainable Retail Fund,2018-09-27,Pfizer Inc.,511093,516,623702664,729,997,208
Global Cross Asset Fund,2017-02-19,Shell Plc,31585,-972,880219802,180,701,815
Sustainable Retail Fund,2017-04-29,Gazprom PJSC,68106,-2823,895224267,240,645,902
Target Maturity 2029 Bond Fund,2017-06-12,Tencent Holdings Ltd.,516228,2154,34062440,19,166,810
International Fixed Duration Fund,2021-08-22,Industrial & Commercial Bank of China Ltd.,314387,452,264840039,100,820,466
Fixed Maturity 2025 Bond Fund,2017-06-19,Mercedes-Benz Group AG,685317,1410,366184406,999,789,412
Global Cross Asset Fund,2018-09-08,Deutsche Telekom AG,327003,985,713892075,781,48,558
Sustainable Retail Fund,2022-01-08,Gazprom PJSC,344951,-1582,144757780,157,135,978
Impact Credit Strategies Fund,2019-12-26,"Taiwan Semiconductor Manufacturing Co., Ltd.",933290,1944,229541547,904,442,374
Equity Diversified Selection Fund,2019-09-21,China Mobile Ltd.,168910,-404,387674793,788,910,145
Community Savings Bond Fund,2019-01-21,"UnitedHealth Group, Inc.",192294,342,717682633,330,441,566
Fixed Maturity 2025 Bond Fund,2019-01-22,Pfizer Inc.,413064,-421,969831612,481,891,722
Fixed Maturity 2025 Bond Fund,2020-02-22,Sony Group Corp.,60162,2843,396574171,690,887,754
Impact Credit Strategies Fund,2021-03-21,China Mobile Ltd.,770270,2459,425123028,516,959,890
Community Savings Bond Fund,2022-03-31,Reliance Industries Ltd.,580467,3272,950427415,754,506,273
International Fixed Duration Fund,2019-04-30,"AbbVie, Inc.",806849,677,811182972,209,810,351
Equity Diversified Selection Fund,2017-12-31,TotalEnergies SE,15572,239,371975042,102,685,972
Target Maturity 2029 Bond Fund,2019-04-15,TotalEnergies SE,409858,-643,975071368,727,896,81
Impact Credit Strategies Fund,2022-09-06,"AT&T, Inc.",410364,4570,734871191,213,586,551
Global Short Term Credit Fund,2022-10-18,Gazprom PJSC,27310,-331,946176124,369,969,146
European High Yield Bond Fund,2020-01-18,"AbbVie, Inc.",63808,-98,864885753,99,954,896
Impact Credit Strategies Fund,2017-10-16,Gazprom PJSC,932034,3953,840702216,341,400,46
European High Yield Bond Fund,2021-08-28,Petróleo Brasileiro SA,887308,1184,103702560,652,199,244
European High Yield Bond Fund,2021-12-07,Shell Plc,78079,-1756,796002656,524,772,711
Global Short Term Credit Fund,2019-07-07,"AT&T, Inc.",803723,-3982,658316602,727,940,789
International Fixed Duration Fund,2018-11-03,Shell Plc,407340,-1766,363991814,551,256,844
Community Savings Bond Fund,2019-01-28,Reliance Industries Ltd.,403866,-2115,263903858,965,806,260
Fixed Maturity 2027 Bond Fund,2020-02-06,Shell Plc,857689,3056,261385111,296,436,449
Sustainable Retail Fund,2021-08-13,Petróleo Brasileiro SA,95100,4684,640012028,98,159,732
Global Cross Asset Fund,2022-10-12,"Taiwan Semiconductor Manufacturing Co., Ltd.",403434,-621,24237860,904,884,473
European High Yield Bond Fund,2017-02-13,Pfizer Inc.,658858,-4623,39594536,369,629,761
Fixed Maturity 2025 Bond Fund,2018-03-07,Reliance Industries Ltd.,69707,-1415,43706227,650,493,905
Impact Credit Strategies Fund,2022-09-30,Pfizer Inc.,325112,-534,841246918,681,285,141
Global Short Term Credit Fund,2018-10-02,Pfizer Inc.,820041,506,440789029,345,837,104
Equity Diversified Selection Fund,2019-01-09,Deutsche Telekom AG,160978,-2192,449107024,398,651,657
Global Short Term Credit Fund,2021-06-13,Comcast Corp.,511515,4268,451857572,853,55,368
Target Maturity 2029 Bond Fund,2018-10-31,"PetroChina Co., Ltd.",962167,-1777,252669396,934,142,85
Community Savings Bond Fund,2017-09-26,Mercedes-Benz Group AG,145569,59,114683668,262,762,849
European High Yield Bond Fund,2018-04-02,"Taiwan Semiconductor Manufacturing Co., Ltd.",527138,-4365,45954838,272,196,525
Community Savings Bond Fund,2017-11-08,"Verizon Communications, Inc.",626862,3961,94715189,149,915,271
Fixed Maturity 2025 Bond Fund,2019-02-11,Pfizer Inc.,55546,2826,749406289,367,109,509
Equity Diversified Selection Fund,2017-06-10,Pfizer Inc.,745634,3387,742459012,934,214,567
Global Cross Asset Fund,2022-09-27,Saudi Arabian Oil Co.,902644,-616,374716210,634,147,339
European High Yield Bond Fund,2017-04-24,Bayerische Motoren Werke AG,112543,-2270,571651015,198,546,584
International Fixed Duration Fund,2020-06-16,"AT&T, Inc.",184012,-1522,43210341,304,356,92
Global Short Term Credit Fund,2021-05-20,Pfizer Inc.,769434,-909,955141917,477,968,928
Fixed Maturity 2025 Bond Fund,2021-06-10,Bayerische Motoren Werke AG,600091,-1391,509980804,192,299,403
Fixed Maturity 2027 Bond Fund,2022-11-24,Reliance Industries Ltd.,678594,-2373,255247647,647,773,852
Equity Diversified Selection Fund,2019-10-27,"Taiwan Semiconductor Manufacturing Co., Ltd.",606783,-3527,196138850,85,413,139
Fixed Maturity 2025 Bond Fund,2019-07-12,Industrial & Commercial Bank of China Ltd.,224943,-4747,472328359,417,246,874
Equity Diversified Selection Fund,2021-10-20,Bayerische Motoren Werke AG,347062,-375,281928259,595,586,638
Sustainable Retail Fund,2018-02-04,"Verizon Communications, Inc.",564819,3095,218489577,165,141,173
Community Savings Bond Fund,2021-10-28,"PetroChina Co., Ltd.",943370,391,252054498,324,468,542
Community Savings Bond Fund,2018-06-11,Deutsche Telekom AG,910487,-249,565016187,79,855,196
International Fixed Duration Fund,2017-07-14,Deutsche Telekom AG,226481,3473,286160904,368,975,67
Global Short Term Credit Fund,2022-02-28,Sony Group Corp.,446569,1785,845778896,97,75,34
International Fixed Duration Fund,2018-07-24,Saudi Arabian Oil Co.,239245,107,854227721,869,773,206
Fixed Maturity 2025 Bond Fund,2021-05-26,Sony Group Corp.,842523,-2681,29088049,450,728,720
Target Maturity 2029 Bond Fund,2018-01-18,Pfizer Inc.,642230,-3809,862676575,651,77,902
International Fixed Duration Fund,2018-02-03,"Samsung Electronics Co., Ltd.",852681,-3320,646914758,323,829,201
Equity Diversified Selection Fund,2020-08-11,Bayerische Motoren Werke AG,393896,1602,303266421,682,93,788
Community Savings Bond Fund,2022-11-25,Petróleo Brasileiro SA,344038,-1827,830464119,301,404,610
Target Maturity 2029 Bond Fund,2021-05-27,China Mobile Ltd.,567099,-3971,885693569,485,968,201
Fixed Maturity 2025 Bond Fund,2019-08-09,Gazprom PJSC,78584,2378,146675086,992,156,172
Equity Diversified Selection Fund,2017-09-03,Intel Corp.,246059,-4743,151931452,496,69,369
Target Maturity 2029 Bond Fund,2018-04-16,China Mobile Ltd.,702622,1378,785062547,961,942,587
Target Maturity 2029 Bond Fund,2022-05-11,"Samsung Electronics Co., Ltd.",2476,-2356,559091749,38,139,276
