FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Fixed Maturity 2025 Bond Fund,2020-08-10,Exxon Mobil Corp.,27558,-6416,33928614.4,96.78,214.74,710.53
Impact Credit Strategies Fund,2021-01-03,Vestas Wind Systems A/S,890707,1080,234606826.57,271.21,905.47,281.53
Equity Diversified Selection Fund,2018-06-04,"Netflix, Inc.",936915,1927,110473290.09,459.02,336.83,221.45
Global Short Term Credit Fund,2019-03-17,Bank of America Corp.,734062,3984,254610362.08,462.62,154.82,11.45
Fixed Maturity 2027 Bond Fund,2019-08-09,Ford Motor Co.,422240,417,486095677.51,907.26,688.06,26.99
Sustainable Retail Fund,2022-12-09,"The Hain Celestial Group, Inc.",210636,-7493,276409774.24,536.36,221.33,509.21
Equity Diversified Selection Fund,2021-07-11,Google LLC,560558,-4040,42219652.58,703.92,317.09,130.32
Global Cross Asset Fund,2022-07-05,"Berkshire Hathaway, Inc.",251085,-8932,101889158.57,850.62,762.43,445.02
Equity Diversified Selection Fund,2021-11-12,"Netflix, Inc.",781115,-1895,156052801.05,115.28,485.62,422.63
Community Savings Bond Fund,2020-08-10,Nestlé SA,729428,-997,226248989.91,91.71,675.23,278.92
Target Maturity 2029 Bond Fund,2018-07-17,"Amazon.com, Inc.",283058,4905,24363290.48,151.92,615.94,86.31
Impact Credit Strategies Fund,2019-09-03,"First Solar, Inc.",211093,4510,498697599.2,269.46,14.48,298.4
Equity Diversified Selection Fund,2019-08-01,Google LLC,381776,4047,332161913.99,362.98,18.76,226.17
Global Short Term Credit Fund,2019-04-08,Bank of America Corp.,506974,6795,428659524.21,723.15,957.76,202.62
Community Savings Bond Fund,2021-05-30,Nestlé SA,201205,-4769,400729968.62,459.06,897.48,984.42
Equity Diversified Selection Fund,2019-10-17,Google LLC,357581,-7948,324983304.65,683.16,253.61,78.45
Global Cross Asset Fund,2019-03-07,Johnson & Johnson,984106,-6267,181975422.18,831.23,465.87,17.6
Target Maturity 2029 Bond Fund,2022-11-09,"Apple, Inc.",387775,3027,149044657.31,15.84,657.43,871.1
Impact Credit Strategies Fund,2020-06-22,"First Solar, Inc.",892714,7522,196640399.07,201.8,540.98,886.0
Subordinated Financials Fund,2018-10-04,"Goldman Sachs Group, Inc.",635796,-6867,110218861.34,861.0,812.44,230.67
Community Savings Bond Fund,2022-07-20,Nestlé SA,870399,-9555,419518497.59,834.39,124.62,541.98
Fixed Maturity 2025 Bond Fund,2021-06-16,Chevron Corp.,978771,5626,61023556.03,974.71,253.44,572.02
Equity Diversified Selection Fund,2017-11-13,"Facebook, Inc.",648998,5427,259266024.6,734.2,790.49,921.65
Fixed Maturity 2025 Bond Fund,2021-06-18,Chevron Corp.,857347,-7695,177599859.35,161.95,184.49,57.86
Target Maturity 2029 Bond Fund,2018-02-08,"Amazon.com, Inc.",996440,-4419,436929042.42,575.21,896.33,202.85
International Fixed Duration Fund,2021-12-22,AXA SA,963833,5045,10281206.07,98.71,888.07,963.38
International Fixed Duration Fund,2022-11-02,AXA SA,456041,-3816,433630727.54,616.52,189.86,418.38
Global Cross Asset Fund,2018-06-09,Alibaba Group Holding Ltd.,282027,6737,213563205.73,99.69,352.36,742.24
Global Short Term Credit Fund,2021-10-08,Bank of America Corp.,278432,8987,180235708.96,941.48,101.51,374.9
Global Cross Asset Fund,2022-03-15,Johnson & Johnson,880116,-9664,383777483.96,947.65,69.53,280.91
Sustainable Retail Fund,2017-05-03,"Beyond Meat, Inc.",654768,-7296,384021863.8,841.69,404.9,461.12
Global Cross Asset Fund,2020-11-28,Alibaba Group Holding Ltd.,31672,1638,374084740.55,550.8,733.46,273.05
Impact Credit Strategies Fund,2018-05-01,"First Solar, Inc.",272173,-2803,182774406.0,94.72,733.26,518.38
Global Cross Asset Fund,2022-05-27,Alibaba Group Holding Ltd.,561284,-3286,178356533.48,77.39,960.07,698.66
Equity Diversified Selection Fund,2020-11-18,Google LLC,191394,2068,144490694.0,192.18,783.39,979.45
Subordinated Financials Fund,2020-04-23,"Goldman Sachs Group, Inc.",529182,9651,360445694.97,374.9,688.0,435.91
Global Short Term Credit Fund,2020-11-03,HSBC Holdings Plc,43484,1526,185799697.83,310.56,458.82,207.54
Impact Credit Strategies Fund,2020-03-18,"SolarEdge Technologies, Inc.",147047,9167,133386772.63,485.34,792.48,443.92
Subordinated Financials Fund,2019-02-11,"Goldman Sachs Group, Inc.",429413,-9218,275230470.17,456.48,133.02,120.56
Fixed Maturity 2027 Bond Fund,2019-02-24,Volkswagen AG,457666,-7642,392478695.62,912.74,518.98,225.93
Sustainable Retail Fund,2020-10-11,"Beyond Meat, Inc.",587426,4930,190189603.14,887.95,53.23,355.51
Sustainable Retail Fund,2021-05-07,"Tesla, Inc.",794067,9357,38358227.09,475.07,12.1,899.09
International Fixed Duration Fund,2019-05-01,AXA SA,968308,6677,232178716.62,896.41,297.28,327.34
International Fixed Duration Fund,2021-07-08,Ping An Insurance (Group) Co. of China Ltd.,920651,2329,125764916.5,665.98,598.54,249.45
Impact Credit Strategies Fund,2020-12-07,Vestas Wind Systems A/S,9124,8678,38908816.49,236.09,503.88,966.85
Fixed Maturity 2027 Bond Fund,2022-04-01,Ford Motor Co.,766709,9672,318428303.2,458.72,830.03,281.87
Target Maturity 2029 Bond Fund,2022-03-02,"Amazon.com, Inc.",501426,-5871,199570419.15,500.42,186.03,767.13
Sustainable Retail Fund,2017-10-29,"The Hain Celestial Group, Inc.",527810,-6634,215812079.67,232.68,590.69,677.64
Subordinated Financials Fund,2017-03-31,Morgan Stanley,107698,-8151,172715979.25,170.01,959.95,938.96
Subordinated Financials Fund,2021-08-11,Citigroup Inc.,962481,-5357,46311745.65,635.8,592.58,187.09
Fixed Maturity 2027 Bond Fund,2022-09-06,Ford Motor Co.,574146,623,152131408.37,847.17,906.6,798.5
Target Maturity 2029 Bond Fund,2018-01-10,"Amazon.com, Inc.",385461,-5180,395884706.32,233.94,384.64,743.1
Sustainable Retail Fund,2022-09-05,"Beyond Meat, Inc.",706779,-5296,169507121.61,542.46,513.56,255.49
Sustainable Retail Fund,2021-11-17,"Tesla, Inc.",290309,9428,119233785.59,702.94,169.84,28.84
Subordinated Financials Fund,2020-08-27,Morgan Stanley,458838,-4638,413213632.37,413.11,140.0,513.69
Global Cross Asset Fund,2022-10-17,Johnson & Johnson,715300,5802,146423571.01,378.79,792.04,621.62
Sustainable Retail Fund,2017-10-27,"Beyond Meat, Inc.",687956,-7115,88725404.39,61.23,488.61,426.81
Community Savings Bond Fund,2022-05-06,Procter & Gamble Co.,557947,2961,235915224.64,744.23,429.38,78.32
Sustainable Retail Fund,2022-05-17,"The Hain Celestial Group, Inc.",938300,-3480,105176633.95,129.78,999.57,37.2
Target Maturity 2029 Bond Fund,2021-01-15,Microsoft Corp.,496597,9254,318170567.22,18.19,605.07,563.16
Community Savings Bond Fund,2018-05-24,Procter & Gamble Co.,541173,-3659,415020967.39,942.49,979.77,650.7
Target Maturity 2029 Bond Fund,2020-08-21,Microsoft Corp.,758630,5697,399106515.26,301.18,91.27,59.8
Equity Diversified Selection Fund,2018-03-21,Google LLC,570350,6673,23368772.76,493.45,646.05,171.68
Global Short Term Credit Fund,2022-01-04,HSBC Holdings Plc,646922,9942,155907690.77,425.29,909.64,273.36
International Fixed Duration Fund,2017-02-23,Allianz SE,667769,7064,394966566.78,648.36,457.27,864.08
International Fixed Duration Fund,2021-04-14,AXA SA,679348,1665,426265122.21,316.84,664.84,484.06
Equity Diversified Selection Fund,2019-09-01,"Netflix, Inc.",263928,2360,266548291.2,775.96,436.71,305.46
Target Maturity 2029 Bond Fund,2021-04-04,"Apple, Inc.",552209,1676,360799718.12,485.67,752.34,888.93
Fixed Maturity 2027 Bond Fund,2020-12-25,Ford Motor Co.,488388,-4368,168751320.63,897.64,390.06,926.26
Target Maturity 2029 Bond Fund,2020-12-20,"Apple, Inc.",319504,5083,238684583.34,547.71,674.76,532.54
Community Savings Bond Fund,2021-02-19,Nestlé SA,511816,2506,317558773.77,365.03,966.58,181.65
International Fixed Duration Fund,2022-11-14,Ping An Insurance (Group) Co. of China Ltd.,691598,2161,311889788.68,766.87,168.97,377.74
International Fixed Duration Fund,2020-04-27,Ping An Insurance (Group) Co. of China Ltd.,66209,8548,387005496.85,639.35,757.95,993.64
Impact Credit Strategies Fund,2021-08-20,"SolarEdge Technologies, Inc.",869679,9342,174504690.49,209.53,982.16,658.52
Sustainable Retail Fund,2021-05-14,"Beyond Meat, Inc.",331857,5430,370234506.76,769.77,37.14,524.85
International Fixed Duration Fund,2020-02-03,Ping An Insurance (Group) Co. of China Ltd.,55384,1912,8951533.41,326.83,591.92,64.64
Impact Credit Strategies Fund,2021-09-03,"First Solar, Inc.",16290,1008,133135948.0,876.95,23.14,161.67
Equity Diversified Selection Fund,2022-02-25,"Facebook, Inc.",926670,-5954,338962336.63,173.15,154.43,544.57
Global Short Term Credit Fund,2017-03-13,Bank of America Corp.,524354,-4914,373356482.01,159.34,691.23,108.76
Subordinated Financials Fund,2020-06-27,Citigroup Inc.,681522,8499,335673586.37,449.17,819.66,949.53
Sustainable Retail Fund,2020-07-01,"Tesla, Inc.",264095,9536,154652048.05,865.35,996.45,501.6
Fixed Maturity 2027 Bond Fund,2019-12-11,Ford Motor Co.,596637,9955,127142491.93,192.95,347.31,216.97
Community Savings Bond Fund,2018-01-21,Procter & Gamble Co.,884284,-1829,461790235.51,480.5,55.77,23.43
International Fixed Duration Fund,2017-04-05,AXA SA,584589,-29,351213629.08,889.79,398.65,611.34
Equity Diversified Selection Fund,2022-08-17,"Facebook, Inc.",640058,5466,369286658.5,511.01,482.39,745.22
Equity Diversified Selection Fund,2017-07-18,"Facebook, Inc.",893902,6970,299020874.93,943.3,621.61,17.84
Sustainable Retail Fund,2018-10-02,"Beyond Meat, Inc.",592710,7816,317962278.28,769.95,832.09,79.09
Fixed Maturity 2027 Bond Fund,2021-10-31,Toyota Motor Corp.,645091,8515,299889710.22,826.16,789.57,525.23
Sustainable Retail Fund,2022-01-26,"Beyond Meat, Inc.",594951,7814,198559463.37,155.39,893.69,430.82
Community Savings Bond Fund,2022-06-23,"Walmart, Inc.",338111,-5802,411279761.67,634.77,429.08,650.3
Fixed Maturity 2025 Bond Fund,2020-08-15,Chevron Corp.,403970,-3382,387961889.35,467.52,736.84,189.31
International Fixed Duration Fund,2021-08-13,AXA SA,449787,3101,282449977.35,790.84,792.22,852.46
Global Cross Asset Fund,2020-11-22,Alibaba Group Holding Ltd.,937159,6172,355755987.3,818.22,434.66,87.58
Impact Credit Strategies Fund,2022-08-05,"SolarEdge Technologies, Inc.",292467,-8027,429439197.04,359.27,717.55,137.96
Sustainable Retail Fund,2018-12-19,"The Hain Celestial Group, Inc.",428102,-1259,426858427.51,11.31,168.35,96.34
Impact Credit Strategies Fund,2017-02-12,"First Solar, Inc.",3725,-699,100506378.17,942.55,691.98,938.41
Community Savings Bond Fund,2019-05-05,Nestlé SA,144058,-7848,209932574.96,27.31,851.06,342.29
International Fixed Duration Fund,2017-05-26,Allianz SE,626927,-8801,347083604.59,233.3,163.99,546.89
Subordinated Financials Fund,2022-10-10,Morgan Stanley,800261,-3470,126035455.94,742.39,509.14,825.69
Fixed Maturity 2027 Bond Fund,2019-12-26,Toyota Motor Corp.,352553,-267,474928508.69,224.26,996.45,166.16
Community Savings Bond Fund,2018-11-17,Procter & Gamble Co.,637383,-6831,240674873.39,16.97,761.75,937.01
Subordinated Financials Fund,2022-06-17,Citigroup Inc.,757752,-1937,311870340.74,245.83,309.69,761.25
Global Short Term Credit Fund,2020-10-28,Bank of America Corp.,893879,-8919,221658189.78,380.71,466.95,487.18
Fixed Maturity 2027 Bond Fund,2020-07-12,Toyota Motor Corp.,526428,-6743,316491846.72,173.87,440.98,233.08
Subordinated Financials Fund,2020-04-12,Morgan Stanley,808698,-3048,296842157.03,818.15,777.58,709.09
Target Maturity 2029 Bond Fund,2020-06-07,"Apple, Inc.",372084,-5714,42340796.6,777.66,782.72,610.47
Target Maturity 2029 Bond Fund,2020-10-11,Microsoft Corp.,481115,-9858,250130371.57,711.05,711.02,632.33
Global Cross Asset Fund,2021-09-13,"Berkshire Hathaway, Inc.",356933,4353,235383459.86,988.78,939.69,415.96
Target Maturity 2029 Bond Fund,2020-08-14,"Amazon.com, Inc.",340573,-5350,493487533.06,216.15,279.51,826.44
Community Savings Bond Fund,2019-04-09,Nestlé SA,233757,-119,376318738.05,594.95,963.03,653.37
Fixed Maturity 2027 Bond Fund,2022-11-04,Ford Motor Co.,706442,8477,85397361.36,141.74,920.56,994.18
Impact Credit Strategies Fund,2022-10-30,"SolarEdge Technologies, Inc.",981840,3525,27812399.83,966.05,308.53,934.23
Target Maturity 2029 Bond Fund,2021-01-13,Microsoft Corp.,92876,7999,424181347.69,456.81,39.86,962.87
Global Short Term Credit Fund,2018-08-03,JPMorgan Chase & Co.,304758,8327,220439319.2,649.2,281.26,58.82
Impact Credit Strategies Fund,2018-06-19,"SolarEdge Technologies, Inc.",122141,5692,480010156.22,623.23,42.56,964.53
International Fixed Duration Fund,2017-04-07,Allianz SE,245929,-6366,291726974.2,379.85,557.26,380.31
International Fixed Duration Fund,2020-07-19,Ping An Insurance (Group) Co. of China Ltd.,117592,1498,401394351.24,173.48,435.68,387.07
Impact Credit Strategies Fund,2019-05-31,Vestas Wind Systems A/S,320188,-4113,375449989.72,502.03,234.14,369.13
International Fixed Duration Fund,2018-06-11,Ping An Insurance (Group) Co. of China Ltd.,198262,1715,110875357.09,426.5,568.5,524.49
Community Savings Bond Fund,2021-12-28,Procter & Gamble Co.,185998,-4525,28235852.46,624.24,734.02,151.98
Community Savings Bond Fund,2017-02-18,"Walmart, Inc.",261573,-7823,223415394.93,140.64,135.28,947.4
Impact Credit Strategies Fund,2017-05-11,Vestas Wind Systems A/S,240085,-2803,468106583.46,426.89,289.32,803.46
International Fixed Duration Fund,2021-12-03,AXA SA,494540,4772,186549584.06,270.51,999.26,264.77
Community Savings Bond Fund,2020-12-14,Nestlé SA,348048,-4509,367764064.52,372.04,977.26,289.82
Sustainable Retail Fund,2019-04-03,"Tesla, Inc.",751128,7810,256091900.21,551.87,847.7,475.09
Sustainable Retail Fund,2018-11-24,"Tesla, Inc.",559610,7216,462466631.09,730.04,382.52,540.22
Impact Credit Strategies Fund,2021-07-26,"SolarEdge Technologies, Inc.",228834,-3231,63436734.15,293.8,624.19,638.99
Impact Credit Strategies Fund,2017-05-13,"First Solar, Inc.",936876,785,366701466.44,351.52,110.96,748.34
Target Maturity 2029 Bond Fund,2021-08-07,"Amazon.com, Inc.",981431,-5056,246162145.51,37.86,530.4,185.35
Impact Credit Strategies Fund,2018-11-30,"First Solar, Inc.",908167,-813,136002195.26,867.95,43.4,978.32
Fixed Maturity 2027 Bond Fund,2021-01-19,Ford Motor Co.,593394,-5070,460553732.58,415.31,757.57,441.21
Community Savings Bond Fund,2022-04-09,Procter & Gamble Co.,19478,7102,362178354.93,907.37,325.25,999.47
Target Maturity 2029 Bond Fund,2022-12-11,"Apple, Inc.",180176,-4879,416412527.53,496.99,794.62,85.1
Global Cross Asset Fund,2022-06-21,"Berkshire Hathaway, Inc.",406547,9528,10165060.21,289.3,647.0,953.84
Global Short Term Credit Fund,2019-06-19,Bank of America Corp.,958533,8993,179614561.69,856.78,620.26,335.14
Sustainable Retail Fund,2022-06-15,"The Hain Celestial Group, Inc.",935425,-9538,23414203.24,133.19,253.45,974.71
International Fixed Duration Fund,2020-06-06,Ping An Insurance (Group) Co. of China Ltd.,221905,-139,63362580.31,719.81,537.65,879.54
Community Savings Bond Fund,2017-05-04,Nestlé SA,132656,-7728,365775232.75,779.75,791.93,501.53
Community Savings Bond Fund,2020-03-03,"Walmart, Inc.",575952,1764,438302218.17,14.17,845.35,453.24
Global Short Term Credit Fund,2019-11-28,HSBC Holdings Plc,273590,-8940,33868469.22,497.16,599.92,961.6
Impact Credit Strategies Fund,2020-08-18,Vestas Wind Systems A/S,786038,-9753,487414554.01,382.88,57.02,296.48
Impact Credit Strategies Fund,2019-02-16,"SolarEdge Technologies, Inc.",174704,-8924,68247043.23,450.51,22.1,203.35
Subordinated Financials Fund,2019-06-27,"Goldman Sachs Group, Inc.",849389,-1599,475956310.46,352.08,606.73,296.13
Subordinated Financials Fund,2018-11-18,"Goldman Sachs Group, Inc.",58575,-9875,69257176.63,441.61,190.1,59.68
International Fixed Duration Fund,2017-03-01,Allianz SE,93098,6017,440886635.84,918.77,105.91,211.1
Fixed Maturity 2025 Bond Fund,2021-02-03,BP Plc,559048,7604,394840182.52,331.21,810.49,113.54
Subordinated Financials Fund,2017-04-10,"Goldman Sachs Group, Inc.",415145,9731,313388882.39,312.68,569.48,406.07
Subordinated Financials Fund,2022-07-22,Morgan Stanley,782456,-1792,213580664.55,901.48,872.21,263.69
Community Savings Bond Fund,2020-08-08,Nestlé SA,596753,7614,108239093.21,84.81,111.61,413.7
Fixed Maturity 2027 Bond Fund,2021-11-26,Toyota Motor Corp.,370590,-236,248562859.3,331.99,83.76,209.16
Global Short Term Credit Fund,2022-05-05,Bank of America Corp.,907396,-3560,244887095.77,23.08,846.02,618.14
Global Short Term Credit Fund,2017-07-26,HSBC Holdings Plc,882320,-485,495081456.06,739.16,985.32,121.07
Global Short Term Credit Fund,2019-05-15,HSBC Holdings Plc,963470,1693,245141216.87,563.64,681.01,305.55
Global Short Term Credit Fund,2020-03-10,Bank of America Corp.,377897,6160,281297334.92,726.76,628.35,421.57
Target Maturity 2029 Bond Fund,2021-08-30,Microsoft Corp.,854761,5059,421230850.79,506.72,716.61,187.56
Global Short Term Credit Fund,2019-11-11,HSBC Holdings Plc,187669,4932,69157331.61,761.64,964.22,272.6
Sustainable Retail Fund,2020-01-17,"Beyond Meat, Inc.",564385,2484,227320530.92,344.24,659.24,841.96
Community Savings Bond Fund,2022-06-15,Nestlé SA,597711,-7434,18735851.91,198.37,899.19,835.74
Global Short Term Credit Fund,2019-01-11,Bank of America Corp.,740325,1824,292708492.29,499.37,821.73,596.23
Global Cross Asset Fund,2018-07-15,Alibaba Group Holding Ltd.,823202,-1120,236852700.32,681.21,841.92,104.02
International Fixed Duration Fund,2019-11-21,Allianz SE,387925,-8756,213024273.76,216.6,730.59,192.48
Target Maturity 2029 Bond Fund,2022-03-23,"Apple, Inc.",195368,5812,42595294.04,820.37,285.14,303.03
Global Short Term Credit Fund,2019-04-18,Bank of America Corp.,79373,-2917,104494523.28,648.39,481.66,557.65
Fixed Maturity 2027 Bond Fund,2021-05-02,Toyota Motor Corp.,303653,-8167,379069858.56,765.64,364.03,524.52
Sustainable Retail Fund,2022-05-03,"Beyond Meat, Inc.",755910,-3139,77474730.54,510.27,970.49,488.75
Community Savings Bond Fund,2020-07-07,Nestlé SA,473436,-4392,490369342.86,577.74,546.79,389.37
Global Cross Asset Fund,2021-10-13,Alibaba Group Holding Ltd.,6883,8026,101308500.18,81.14,529.25,695.33
Community Savings Bond Fund,2021-10-28,Nestlé SA,522930,6328,140285661.96,546.01,489.96,688.19
Sustainable Retail Fund,2019-12-09,"Tesla, Inc.",525132,6362,74549148.22,216.42,379.63,35.98
Global Short Term Credit Fund,2020-08-15,JPMorgan Chase & Co.,514242,9490,471847638.4,646.84,963.55,84.42
Target Maturity 2029 Bond Fund,2017-09-02,"Apple, Inc.",204318,-5961,120202302.77,16.24,978.03,180.01
Fixed Maturity 2025 Bond Fund,2020-12-30,BP Plc,552148,-9697,232907279.19,720.6,568.5,910.74
Fixed Maturity 2027 Bond Fund,2020-10-27,Toyota Motor Corp.,887685,2613,289916484.65,81.26,466.88,181.21
Sustainable Retail Fund,2017-03-05,"Beyond Meat, Inc.",287778,1157,415053576.24,728.16,769.36,285.61
Global Cross Asset Fund,2020-02-02,Johnson & Johnson,310686,-5172,432394765.43,785.2,200.52,187.94
Target Maturity 2029 Bond Fund,2019-01-26,"Apple, Inc.",950459,-742,426565634.6,27.18,729.54,533.54
Impact Credit Strategies Fund,2022-09-25,"SolarEdge Technologies, Inc.",886025,9194,75774367.45,667.51,38.36,870.94
Equity Diversified Selection Fund,2018-10-23,Google LLC,974763,-2178,360047320.23,498.21,630.85,17.58
Subordinated Financials Fund,2021-01-07,Morgan Stanley,778530,-455,26582565.03,785.37,148.23,492.34
Fixed Maturity 2027 Bond Fund,2018-08-31,Toyota Motor Corp.,105772,-8531,89038954.33,599.61,242.1,121.23
Target Maturity 2029 Bond Fund,2019-05-27,"Amazon.com, Inc.",446290,8147,409566790.13,279.1,391.08,356.64
International Fixed Duration Fund,2018-08-28,Ping An Insurance (Group) Co. of China Ltd.,130710,-1698,13850980.38,103.81,277.38,456.18
Sustainable Retail Fund,2020-11-17,"Beyond Meat, Inc.",63336,1041,251780381.16,75.47,874.02,699.5
Impact Credit Strategies Fund,2017-06-07,"SolarEdge Technologies, Inc.",960615,4322,91573730.46,309.36,648.3,712.83
Impact Credit Strategies Fund,2020-12-05,"First Solar, Inc.",681146,-3036,139585346.69,276.17,669.64,699.95
Fixed Maturity 2027 Bond Fund,2018-10-12,Volkswagen AG,563624,4772,107460015.12,451.06,932.07,563.05
Sustainable Retail Fund,2018-10-26,"The Hain Celestial Group, Inc.",858251,6612,275798689.51,18.0,98.83,446.67
Fixed Maturity 2025 Bond Fund,2022-03-18,Chevron Corp.,91728,4062,73925266.87,785.67,962.32,245.68
Community Savings Bond Fund,2017-05-14,"Walmart, Inc.",724911,-1352,28990745.59,789.05,649.01,734.25
Subordinated Financials Fund,2021-08-24,Morgan Stanley,72651,8726,442070480.21,643.01,464.84,958.53
Global Cross Asset Fund,2019-12-31,"Berkshire Hathaway, Inc.",479873,-989,322597711.95,880.96,506.73,933.91
Fixed Maturity 2027 Bond Fund,2022-06-22,Toyota Motor Corp.,767322,-8393,93732131.25,761.68,356.69,287.83
Global Short Term Credit Fund,2018-03-19,Bank of America Corp.,657112,8588,496950059.53,173.47,198.77,70.7
International Fixed Duration Fund,2018-05-29,Ping An Insurance (Group) Co. of China Ltd.,623101,-428,79360472.2,306.03,39.92,876.65
Subordinated Financials Fund,2021-08-24,Citigroup Inc.,358953,705,379394264.77,456.34,267.94,377.72
Equity Diversified Selection Fund,2020-03-13,"Facebook, Inc.",852330,1202,44653599.15,677.99,164.31,222.7
Global Cross Asset Fund,2017-04-18,Johnson & Johnson,579195,7195,496083223.02,93.72,579.49,531.61
Fixed Maturity 2025 Bond Fund,2021-12-31,Chevron Corp.,880103,-6525,69455538.48,131.49,640.47,326.84
Equity Diversified Selection Fund,2019-12-29,"Facebook, Inc.",291981,-7360,138060748.17,726.46,283.9,352.41
Target Maturity 2029 Bond Fund,2018-08-31,"Apple, Inc.",584443,-3526,339138916.49,824.22,981.33,917.37
Global Cross Asset Fund,2020-04-24,"Berkshire Hathaway, Inc.",271752,6529,167981026.5,586.05,143.34,680.75
Fixed Maturity 2025 Bond Fund,2022-07-05,Chevron Corp.,987575,4887,99049995.03,503.42,369.57,100.8
Equity Diversified Selection Fund,2022-07-22,"Netflix, Inc.",548692,-4402,167785672.39,516.32,751.97,416.8
Target Maturity 2029 Bond Fund,2018-05-31,"Apple, Inc.",458732,6540,330459688.4,715.45,201.85,233.79
International Fixed Duration Fund,2022-06-08,AXA SA,408745,-8430,233925604.5,176.27,176.47,688.74
Community Savings Bond Fund,2019-12-21,Nestlé SA,12339,-4256,318007938.6,439.19,568.26,321.07
Equity Diversified Selection Fund,2019-08-25,Google LLC,708087,-7162,202393325.88,160.07,599.77,10.49
Subordinated Financials Fund,2022-10-30,Citigroup Inc.,17770,-2386,219329478.26,155.7,271.9,961.08
Target Maturity 2029 Bond Fund,2018-06-06,"Apple, Inc.",657361,5091,320491481.28,678.15,949.91,544.77
Equity Diversified Selection Fund,2018-04-16,"Facebook, Inc.",12340,4554,22352375.06,188.17,94.8,973.71
Impact Credit Strategies Fund,2017-08-07,Vestas Wind Systems A/S,141054,6049,264737551.1,741.88,142.93,827.91
Fixed Maturity 2025 Bond Fund,2020-01-03,BP Plc,886423,-8753,60612161.05,789.63,515.0,155.57
Target Maturity 2029 Bond Fund,2020-02-02,"Apple, Inc.",520691,-5546,195799480.77,362.25,449.42,449.08
Impact Credit Strategies Fund,2022-06-04,"SolarEdge Technologies, Inc.",997949,6976,203485338.74,648.19,591.16,683.87
Community Savings Bond Fund,2018-03-18,Procter & Gamble Co.,841542,-7556,449912604.07,95.27,88.99,30.86
Subordinated Financials Fund,2019-09-12,Morgan Stanley,976601,7797,305156974.99,538.47,79.42,23.93
Target Maturity 2029 Bond Fund,2017-10-01,"Apple, Inc.",694179,2996,434139346.52,593.87,476.41,506.13
Target Maturity 2029 Bond Fund,2017-10-29,"Apple, Inc.",214488,-8731,258747566.76,166.62,679.55,736.1
Fixed Maturity 2025 Bond Fund,2018-09-27,Exxon Mobil Corp.,854665,8290,372287359.18,885.54,262.02,286.9
Subordinated Financials Fund,2019-05-31,Citigroup Inc.,650540,5961,134479475.02,561.27,678.13,158.34
Target Maturity 2029 Bond Fund,2020-08-29,"Amazon.com, Inc.",804780,7090,486413082.76,457.93,357.38,962.17
Fixed Maturity 2025 Bond Fund,2018-07-20,Chevron Corp.,13819,-8,461291517.12,541.99,436.8,935.99
Global Cross Asset Fund,2021-04-09,"Berkshire Hathaway, Inc.",79086,-2028,28414930.19,36.71,257.62,255.91
Global Cross Asset Fund,2020-04-03,Johnson & Johnson,581544,7269,480099156.76,161.67,146.34,201.03
International Fixed Duration Fund,2019-02-02,Allianz SE,166224,6167,186011924.23,510.54,406.72,682.77
Target Maturity 2029 Bond Fund,2017-01-14,Microsoft Corp.,558278,-985,232931277.76,618.01,502.38,765.63
Fixed Maturity 2025 Bond Fund,2019-04-08,BP Plc,446602,-8710,453529039.84,595.56,456.44,853.03
Sustainable Retail Fund,2022-09-21,"The Hain Celestial Group, Inc.",420787,1659,147023891.64,488.96,250.42,470.12
Global Short Term Credit Fund,2020-02-27,HSBC Holdings Plc,752953,9739,52330273.44,493.37,52.69,992.12
International Fixed Duration Fund,2017-12-16,AXA SA,227895,-2535,220661692.47,616.37,966.27,942.38
Equity Diversified Selection Fund,2020-11-18,"Facebook, Inc.",871796,2921,384393314.81,120.08,319.58,514.53
Equity Diversified Selection Fund,2019-02-24,"Netflix, Inc.",68065,5141,220901488.15,539.72,704.16,752.92
Target Maturity 2029 Bond Fund,2018-09-28,"Amazon.com, Inc.",503611,-3164,145982272.52,430.73,908.41,597.94
Sustainable Retail Fund,2019-05-17,"The Hain Celestial Group, Inc.",629697,-1308,74724315.22,973.01,30.58,53.19
Target Maturity 2029 Bond Fund,2019-04-16,"Apple, Inc.",154606,-9472,123411641.94,320.26,832.04,635.49
Target Maturity 2029 Bond Fund,2022-12-24,"Amazon.com, Inc.",455656,1860,126638291.9,330.66,647.85,692.47
International Fixed Duration Fund,2017-04-22,AXA SA,699182,-3750,191290661.99,946.78,903.15,695.43
Impact Credit Strategies Fund,2021-05-09,"SolarEdge Technologies, Inc.",709047,3924,310104087.42,22.63,784.88,903.55
Impact Credit Strategies Fund,2017-08-04,Vestas Wind Systems A/S,526996,-3866,383131658.91,173.35,893.02,830.5
Global Cross Asset Fund,2021-06-30,Alibaba Group Holding Ltd.,854042,-2906,167907999.2,326.14,911.73,859.62
Impact Credit Strategies Fund,2022-09-14,Vestas Wind Systems A/S,816945,-6932,417483910.0,430.71,575.58,368.06
Equity Diversified Selection Fund,2021-09-20,Google LLC,500840,5820,33341450.68,90.03,709.29,326.53
Impact Credit Strategies Fund,2019-12-07,"SolarEdge Technologies, Inc.",31990,5513,428326568.42,832.88,850.6,461.6
