FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Global Short Term Credit Fund,2018-01-17,HSBC Holdings Plc,225125,4699,427248735.5,745.18,518.22,154.78
Impact Credit Strategies Fund,2022-02-16,Vestas Wind Systems A/S,125488,-6802,95016079.9,544.43,375.56,946.14
Target Maturity 2029 Bond Fund,2022-07-12,"Apple, Inc.",869738,-4673,436041651.56,959.01,515.61,776.9
Global Cross Asset Fund,2022-10-21,Alibaba Group Holding Ltd.,445859,-9035,307188949.85,411.33,395.68,112.89
Fixed Maturity 2025 Bond Fund,2017-04-03,Exxon Mobil Corp.,88451,-8834,498342144.49,543.04,974.3,979.04
Global Cross Asset Fund,2022-01-08,"Berkshire Hathaway, Inc.",377651,-5629,355640919.36,90.85,113.1,293.88
Fixed Maturity 2025 Bond Fund,2019-07-29,Chevron Corp.,225840,261,493544543.53,513.76,582.97,596.2
Target Maturity 2029 Bond Fund,2017-07-26,Microsoft Corp.,596831,5063,482724736.69,420.06,407.77,569.45
Global Cross Asset Fund,2019-01-31,Alibaba Group Holding Ltd.,885741,7874,216152838.38,716.45,327.98,956.3
Target Maturity 2029 Bond Fund,2017-09-14,Microsoft Corp.,254956,5245,350962311.89,602.85,681.44,469.12
Sustainable Retail Fund,2020-11-05,"Beyond Meat, Inc.",892552,5098,78832663.58,557.96,953.68,346.26
Community Savings Bond Fund,2019-12-31,Nestlé SA,245427,6555,48565237.39,239.96,545.86,419.34
Sustainable Retail Fund,2018-06-16,"Beyond Meat, Inc.",214027,4057,386515999.49,968.27,251.21,815.92
Target Maturity 2029 Bond Fund,2020-03-18,"Apple, Inc.",492355,5065,62096249.01,152.85,675.08,378.07
Global Short Term Credit Fund,2017-04-09,JPMorgan Chase & Co.,759250,7862,337814259.56,840.67,457.31,164.54
Fixed Maturity 2027 Bond Fund,2018-08-31,Toyota Motor Corp.,421129,9282,113118098.02,614.84,459.68,396.61
Fixed Maturity 2025 Bond Fund,2018-08-17,BP Plc,683918,-4947,433451625.75,121.4,438.69,395.13
Fixed Maturity 2027 Bond Fund,2021-04-25,Volkswagen AG,85584,1766,435742491.37,862.05,530.71,404.12
Fixed Maturity 2027 Bond Fund,2022-08-14,Ford Motor Co.,9124,6354,315360598.54,780.35,431.43,364.53
Subordinated Financials Fund,2021-06-02,Morgan Stanley,970285,-5100,147592309.21,582.66,416.33,863.2
Target Maturity 2029 Bond Fund,2018-03-08,"Amazon.com, Inc.",23831,9955,433862994.64,189.86,247.64,448.91
Global Cross Asset Fund,2021-05-29,"Berkshire Hathaway, Inc.",362042,-1380,458501597.13,285.57,661.06,753.97
Target Maturity 2029 Bond Fund,2017-10-30,"Apple, Inc.",335283,4058,364226725.96,63.18,538.95,664.53
Global Short Term Credit Fund,2020-02-16,JPMorgan Chase & Co.,368208,3946,171516130.25,820.36,493.84,827.43
Target Maturity 2029 Bond Fund,2017-02-05,"Apple, Inc.",268758,-507,348137787.75,12.07,430.75,93.83
Global Cross Asset Fund,2017-04-05,Alibaba Group Holding Ltd.,518199,-4342,187065957.95,687.94,62.98,197.99
Sustainable Retail Fund,2018-02-04,"Tesla, Inc.",79420,4826,373050644.73,602.13,783.06,133.04
Equity Diversified Selection Fund,2017-06-30,"Facebook, Inc.",381065,9857,229932934.43,266.66,808.28,915.18
Fixed Maturity 2025 Bond Fund,2020-08-15,BP Plc,273243,-164,80428180.64,366.46,701.01,125.48
Sustainable Retail Fund,2018-01-15,"Beyond Meat, Inc.",769637,3295,264924119.31,247.19,612.87,804.46
Global Short Term Credit Fund,2018-08-14,Bank of America Corp.,486748,4599,99762566.8,562.27,654.56,245.01
Fixed Maturity 2027 Bond Fund,2017-11-14,Volkswagen AG,41934,9353,289161796.6,458.74,253.43,768.06
Sustainable Retail Fund,2019-05-18,"The Hain Celestial Group, Inc.",347615,8912,241181985.11,949.39,363.71,889.0
Equity Diversified Selection Fund,2019-06-15,"Netflix, Inc.",983737,-2687,210214159.87,67.48,658.72,178.05
Subordinated Financials Fund,2020-04-04,Citigroup Inc.,62276,5009,119753498.57,983.06,314.84,491.59
Target Maturity 2029 Bond Fund,2018-10-29,"Apple, Inc.",631556,3250,32271105.1,647.37,260.96,883.93
Fixed Maturity 2027 Bond Fund,2019-11-13,Ford Motor Co.,531223,-7205,381600241.63,973.49,634.21,738.49
International Fixed Duration Fund,2019-03-01,Ping An Insurance (Group) Co. of China Ltd.,634419,3936,376202700.19,77.84,23.02,224.01
Impact Credit Strategies Fund,2020-04-23,"First Solar, Inc.",459461,-5707,50181925.13,77.29,258.85,482.69
Fixed Maturity 2025 Bond Fund,2021-11-12,BP Plc,462295,4545,188667900.35,664.21,605.2,766.43
Fixed Maturity 2025 Bond Fund,2020-07-08,BP Plc,140797,-5423,123551235.73,231.87,832.54,724.8
Equity Diversified Selection Fund,2020-09-02,"Netflix, Inc.",959426,-1934,190975188.25,97.56,532.58,693.86
Global Short Term Credit Fund,2018-06-14,Bank of America Corp.,606928,1887,496860444.61,641.03,728.18,972.16
Global Cross Asset Fund,2022-06-25,Johnson & Johnson,107710,-2205,202688863.77,302.78,422.46,850.32
Global Cross Asset Fund,2022-02-10,"Berkshire Hathaway, Inc.",911359,-2843,229813761.76,462.9,450.89,608.74
Community Savings Bond Fund,2017-11-28,Nestlé SA,248805,3928,316513466.85,529.63,873.39,776.17
Fixed Maturity 2027 Bond Fund,2022-09-22,Toyota Motor Corp.,643550,2943,482123579.33,76.32,835.91,489.41
Sustainable Retail Fund,2021-08-27,"Beyond Meat, Inc.",6506,4622,107144201.5,569.73,184.23,52.77
International Fixed Duration Fund,2018-02-22,Ping An Insurance (Group) Co. of China Ltd.,736422,-1054,162008404.46,39.72,26.37,809.16
Global Cross Asset Fund,2019-01-09,Johnson & Johnson,243912,-3756,345375638.41,10.27,789.97,858.7
Global Short Term Credit Fund,2017-06-07,HSBC Holdings Plc,585741,-1472,472079185.82,290.36,341.03,906.82
Equity Diversified Selection Fund,2017-07-27,"Netflix, Inc.",330618,1206,314036292.24,211.95,811.33,826.61
Community Savings Bond Fund,2022-04-09,Procter & Gamble Co.,543260,5006,275219902.93,584.03,390.98,191.41
Global Short Term Credit Fund,2022-03-23,JPMorgan Chase & Co.,677619,-7258,248126942.91,263.41,480.41,169.42
Target Maturity 2029 Bond Fund,2019-01-04,Microsoft Corp.,477103,-7432,480389488.82,145.74,26.98,594.26
Fixed Maturity 2027 Bond Fund,2019-12-30,Ford Motor Co.,808345,9376,207706400.57,632.31,659.04,940.2
Fixed Maturity 2027 Bond Fund,2019-08-01,Volkswagen AG,325897,1508,86956906.92,906.84,879.3,229.62
Community Savings Bond Fund,2018-03-16,"Walmart, Inc.",573672,-9271,256732552.53,588.74,744.94,51.57
Fixed Maturity 2027 Bond Fund,2022-07-12,Toyota Motor Corp.,359918,3481,267364171.67,672.96,141.89,790.71
International Fixed Duration Fund,2021-06-27,Allianz SE,180586,-6857,4843243.51,624.15,826.1,879.93
Global Cross Asset Fund,2020-12-11,"Berkshire Hathaway, Inc.",836522,-5353,467857877.75,111.53,582.5,827.23
Target Maturity 2029 Bond Fund,2017-12-12,"Apple, Inc.",480742,-4579,225813493.84,252.48,424.73,590.24
Fixed Maturity 2025 Bond Fund,2019-02-13,BP Plc,117212,-9284,55783728.41,829.26,924.3,28.71
Subordinated Financials Fund,2021-04-09,Citigroup Inc.,719784,561,224993332.87,856.88,366.8,876.01
International Fixed Duration Fund,2022-07-05,Allianz SE,528278,-1309,52506460.1,790.73,84.74,695.55
Fixed Maturity 2027 Bond Fund,2020-12-05,Volkswagen AG,432004,8202,329591436.17,124.88,176.92,514.06
Fixed Maturity 2027 Bond Fund,2020-04-20,Ford Motor Co.,629557,-1954,479526601.59,320.02,832.49,983.2
Community Savings Bond Fund,2018-03-18,"Walmart, Inc.",936449,4541,442265409.17,60.78,173.13,522.93
Impact Credit Strategies Fund,2019-08-30,Vestas Wind Systems A/S,980392,-729,422333452.66,615.95,216.83,973.06
Community Savings Bond Fund,2019-12-20,Procter & Gamble Co.,970179,-9503,62893892.61,604.71,562.75,320.4
Equity Diversified Selection Fund,2017-09-21,"Facebook, Inc.",896291,5031,40726501.55,618.49,351.05,598.45
Sustainable Retail Fund,2019-04-01,"Tesla, Inc.",158168,-7496,27813754.79,376.99,137.83,806.36
Sustainable Retail Fund,2019-02-25,"The Hain Celestial Group, Inc.",206657,-622,73896885.33,605.55,992.52,416.48
Equity Diversified Selection Fund,2021-06-24,"Netflix, Inc.",221803,-1416,291914187.08,975.1,262.2,368.86
Subordinated Financials Fund,2021-12-11,Morgan Stanley,745127,-6547,179954079.97,859.27,580.71,130.39
Global Short Term Credit Fund,2019-03-09,JPMorgan Chase & Co.,602423,-9518,110978309.42,56.54,622.98,68.77
Sustainable Retail Fund,2017-03-15,"The Hain Celestial Group, Inc.",361050,8187,451573199.82,230.78,26.91,251.94
Global Short Term Credit Fund,2017-10-31,Bank of America Corp.,624182,3849,382312156.61,65.31,765.59,316.17
Target Maturity 2029 Bond Fund,2018-09-01,"Apple, Inc.",433651,-7203,85531529.65,153.37,530.1,700.87
Community Savings Bond Fund,2021-08-15,Procter & Gamble Co.,28220,-7336,483530749.19,943.48,508.53,498.51
Sustainable Retail Fund,2022-09-28,"The Hain Celestial Group, Inc.",573293,464,50246053.69,514.29,815.78,150.18
Fixed Maturity 2027 Bond Fund,2022-11-25,Volkswagen AG,957595,8886,146037947.97,240.0,750.68,680.37
Fixed Maturity 2025 Bond Fund,2018-10-19,Chevron Corp.,276360,-6695,258481882.35,852.75,57.28,640.74
Global Short Term Credit Fund,2017-04-16,JPMorgan Chase & Co.,586847,7505,37096727.77,206.91,481.62,108.43
Target Maturity 2029 Bond Fund,2019-05-24,"Amazon.com, Inc.",392209,455,335624320.2,200.62,760.03,156.51
Equity Diversified Selection Fund,2021-06-11,"Facebook, Inc.",376106,11,218662235.06,46.94,629.3,616.4
Impact Credit Strategies Fund,2022-11-02,"SolarEdge Technologies, Inc.",698148,-5836,71539534.37,385.3,980.14,391.68
Fixed Maturity 2027 Bond Fund,2022-11-02,Volkswagen AG,597110,-1228,170332607.7,104.5,639.86,781.02
Equity Diversified Selection Fund,2019-11-14,"Netflix, Inc.",35111,4877,497135450.23,227.91,690.27,629.44
Impact Credit Strategies Fund,2018-05-27,"First Solar, Inc.",911935,8762,300118267.4,266.56,126.95,359.46
Subordinated Financials Fund,2021-01-07,Morgan Stanley,144591,-3699,494216680.23,694.15,851.82,715.76
International Fixed Duration Fund,2022-05-19,Allianz SE,87230,9505,186796746.0,650.18,956.19,321.32
Fixed Maturity 2025 Bond Fund,2019-05-15,Exxon Mobil Corp.,620223,-7377,73787710.24,658.96,141.12,538.7
Global Short Term Credit Fund,2018-10-31,JPMorgan Chase & Co.,958252,-9142,383877247.81,745.38,317.12,961.96
Target Maturity 2029 Bond Fund,2020-10-14,"Amazon.com, Inc.",112090,-5331,280774080.61,418.84,266.34,42.1
Global Short Term Credit Fund,2019-11-24,JPMorgan Chase & Co.,922167,-7921,284817743.04,371.1,614.5,26.76
Fixed Maturity 2025 Bond Fund,2018-02-16,Chevron Corp.,181019,1428,236278279.84,686.18,913.28,131.98
Fixed Maturity 2025 Bond Fund,2020-10-03,Chevron Corp.,199481,-7613,143442140.01,42.5,238.32,209.52
Global Short Term Credit Fund,2022-07-26,HSBC Holdings Plc,158620,4223,422602077.75,679.47,666.93,978.11
Fixed Maturity 2025 Bond Fund,2022-10-01,Chevron Corp.,452324,-7649,476690728.35,292.28,320.66,14.37
Impact Credit Strategies Fund,2018-05-15,Vestas Wind Systems A/S,57197,8130,82691611.99,421.57,466.79,323.09
Global Cross Asset Fund,2017-06-06,Johnson & Johnson,438197,997,249297054.37,859.45,445.5,60.88
Impact Credit Strategies Fund,2019-03-26,Vestas Wind Systems A/S,177577,6268,296556698.36,406.68,635.97,960.33
Target Maturity 2029 Bond Fund,2018-05-06,"Apple, Inc.",481249,-2403,165061145.85,601.61,52.07,927.18
Community Savings Bond Fund,2022-03-16,"Walmart, Inc.",953110,-6356,328607539.09,210.88,320.3,331.64
Sustainable Retail Fund,2019-07-20,"Tesla, Inc.",715486,-1461,127754804.7,348.24,570.77,763.09
Impact Credit Strategies Fund,2022-10-22,"First Solar, Inc.",639338,-9750,153283879.0,36.57,383.97,84.17
Global Cross Asset Fund,2021-05-22,Alibaba Group Holding Ltd.,22167,6050,488519686.94,607.3,982.72,478.2
Fixed Maturity 2025 Bond Fund,2021-01-20,Exxon Mobil Corp.,312382,6970,115049848.96,832.78,530.4,715.73
Fixed Maturity 2027 Bond Fund,2020-11-14,Toyota Motor Corp.,419045,-7531,180256933.4,669.51,483.01,477.77
Global Cross Asset Fund,2021-03-25,Johnson & Johnson,717443,-9938,479819361.08,24.01,829.74,166.29
Subordinated Financials Fund,2022-11-15,Morgan Stanley,963285,-6488,11141856.54,852.27,816.29,32.2
Global Cross Asset Fund,2017-09-15,Johnson & Johnson,120264,7845,68601291.9,255.28,553.19,539.22
Target Maturity 2029 Bond Fund,2018-07-15,"Apple, Inc.",299189,-1433,41155948.51,900.14,402.69,461.31
Fixed Maturity 2027 Bond Fund,2017-07-05,Ford Motor Co.,259939,2012,339228184.1,206.97,769.45,786.06
Equity Diversified Selection Fund,2017-11-05,"Netflix, Inc.",295588,3819,169284045.58,20.04,317.46,534.46
Global Short Term Credit Fund,2020-06-10,Bank of America Corp.,473422,5605,488229198.9,750.45,165.99,125.62
Community Savings Bond Fund,2018-08-07,"Walmart, Inc.",67733,-1660,51443723.34,133.64,217.32,974.58
Fixed Maturity 2027 Bond Fund,2017-04-09,Toyota Motor Corp.,103146,-4069,324691837.11,150.5,381.26,216.24
Global Short Term Credit Fund,2022-03-13,HSBC Holdings Plc,222831,-5804,365925546.94,235.08,276.06,454.25
Subordinated Financials Fund,2021-06-11,Citigroup Inc.,982188,5591,54278440.2,241.64,527.51,247.6
Subordinated Financials Fund,2018-08-01,Citigroup Inc.,640824,-4445,213748431.85,808.69,158.16,163.29
Global Short Term Credit Fund,2018-07-09,HSBC Holdings Plc,263095,-2929,132308002.41,622.07,569.13,309.67
Sustainable Retail Fund,2020-12-01,"Beyond Meat, Inc.",950451,-4945,90357214.49,387.38,770.92,872.07
Subordinated Financials Fund,2022-03-20,Citigroup Inc.,303882,-472,266123373.49,361.41,692.97,650.08
Fixed Maturity 2027 Bond Fund,2022-01-15,Toyota Motor Corp.,686677,3356,312547119.17,329.28,934.78,30.47
International Fixed Duration Fund,2022-09-23,Allianz SE,619152,-1810,50880280.76,977.57,511.42,738.07
Subordinated Financials Fund,2021-05-24,Morgan Stanley,16897,7258,164269320.54,215.81,169.68,108.96
Sustainable Retail Fund,2021-09-15,"The Hain Celestial Group, Inc.",265407,8283,53506247.58,175.35,762.8,563.8
Equity Diversified Selection Fund,2021-07-26,"Netflix, Inc.",252928,9760,369441294.39,755.55,659.88,461.05
International Fixed Duration Fund,2019-01-06,Allianz SE,446399,1383,471682143.13,925.49,467.24,980.66
Fixed Maturity 2027 Bond Fund,2022-06-14,Volkswagen AG,384566,-1710,359580315.71,969.64,576.87,822.26
Fixed Maturity 2025 Bond Fund,2017-04-03,BP Plc,71326,-1606,30618001.87,505.76,901.31,328.45
International Fixed Duration Fund,2022-09-23,Ping An Insurance (Group) Co. of China Ltd.,420252,5965,344309928.97,911.41,477.37,763.6
Equity Diversified Selection Fund,2021-10-08,Google LLC,667088,-9347,450349208.83,259.03,198.9,528.77
International Fixed Duration Fund,2019-09-07,Allianz SE,463296,5035,423535018.1,486.5,237.35,41.52
Sustainable Retail Fund,2021-03-20,"The Hain Celestial Group, Inc.",657146,5535,452240770.86,976.61,808.02,871.4
International Fixed Duration Fund,2017-01-28,Allianz SE,22102,1628,68720163.48,391.21,553.42,22.64
Fixed Maturity 2025 Bond Fund,2019-09-04,Chevron Corp.,359517,-7627,2288817.58,517.67,881.16,485.2
Target Maturity 2029 Bond Fund,2022-04-05,"Amazon.com, Inc.",480909,7702,411022887.67,133.93,333.07,49.09
Subordinated Financials Fund,2017-06-09,"Goldman Sachs Group, Inc.",880951,-1643,450712148.94,127.47,295.55,429.89
Target Maturity 2029 Bond Fund,2020-08-17,Microsoft Corp.,533470,-705,18924999.89,812.36,836.62,17.16
Impact Credit Strategies Fund,2020-12-19,"First Solar, Inc.",822539,-2675,296649480.38,158.35,129.61,219.75
Subordinated Financials Fund,2017-06-26,"Goldman Sachs Group, Inc.",746699,3301,126223519.86,478.99,462.05,212.71
Sustainable Retail Fund,2021-06-18,"The Hain Celestial Group, Inc.",13316,7283,323896584.73,100.77,695.9,183.55
Impact Credit Strategies Fund,2018-05-21,"SolarEdge Technologies, Inc.",841772,8530,98491444.1,453.9,32.18,509.42
Target Maturity 2029 Bond Fund,2017-11-18,Microsoft Corp.,50864,2013,18395512.55,372.98,530.46,838.21
Impact Credit Strategies Fund,2017-08-21,Vestas Wind Systems A/S,424569,-4917,206617453.54,475.51,65.27,583.54
Target Maturity 2029 Bond Fund,2017-07-03,"Amazon.com, Inc.",815741,4102,329037205.78,659.62,692.49,523.61
Fixed Maturity 2027 Bond Fund,2020-06-18,Ford Motor Co.,115532,-3627,105954137.78,205.82,476.68,382.09
Sustainable Retail Fund,2020-11-18,"The Hain Celestial Group, Inc.",665461,-8019,378927892.54,921.07,46.67,772.56
Equity Diversified Selection Fund,2022-05-22,"Netflix, Inc.",768336,-8576,246577291.92,574.44,731.07,542.0
Subordinated Financials Fund,2018-01-18,Citigroup Inc.,817949,-2283,416623442.88,363.82,52.11,322.43
Target Maturity 2029 Bond Fund,2018-12-26,"Apple, Inc.",364526,1757,267604257.35,863.11,880.42,869.96
Impact Credit Strategies Fund,2021-07-02,Vestas Wind Systems A/S,652374,2401,412200846.59,979.81,787.16,299.75
Global Cross Asset Fund,2020-03-11,Alibaba Group Holding Ltd.,560669,3475,156995365.75,865.54,746.3,338.37
Target Maturity 2029 Bond Fund,2020-01-29,"Amazon.com, Inc.",555240,104,160354764.56,34.66,425.25,540.1
Target Maturity 2029 Bond Fund,2021-06-04,"Amazon.com, Inc.",79780,2275,217926612.14,124.15,728.26,925.27
Impact Credit Strategies Fund,2017-07-23,"SolarEdge Technologies, Inc.",593769,-5569,362385991.28,922.05,101.08,447.77
Subordinated Financials Fund,2021-08-16,Morgan Stanley,753502,7572,247927737.99,961.95,221.59,44.38
International Fixed Duration Fund,2018-07-16,Ping An Insurance (Group) Co. of China Ltd.,435496,9030,182356260.1,673.65,734.02,709.37
Sustainable Retail Fund,2021-09-01,"Beyond Meat, Inc.",847965,1044,337027260.17,964.53,352.11,343.22
Target Maturity 2029 Bond Fund,2018-06-05,"Amazon.com, Inc.",330085,-3213,37586500.59,385.97,996.82,882.41
International Fixed Duration Fund,2020-09-28,AXA SA,961487,-6579,85732766.53,853.8,336.96,107.95
Impact Credit Strategies Fund,2017-09-01,"First Solar, Inc.",690786,-9720,235394447.97,854.43,73.36,147.34
Fixed Maturity 2027 Bond Fund,2018-07-26,Volkswagen AG,670379,-6538,364064441.38,358.61,717.16,256.93
Community Savings Bond Fund,2018-08-23,Procter & Gamble Co.,833707,-9734,341396577.3,854.15,934.49,61.5
Sustainable Retail Fund,2022-11-03,"The Hain Celestial Group, Inc.",643070,-7855,460156514.1,64.13,992.01,111.7
Community Savings Bond Fund,2020-02-27,Procter & Gamble Co.,233942,5628,28214884.19,986.39,887.57,769.96
Global Cross Asset Fund,2018-05-26,"Berkshire Hathaway, Inc.",144247,7304,499273529.82,339.68,459.01,523.42
Global Short Term Credit Fund,2018-07-24,JPMorgan Chase & Co.,330885,-8704,166753928.54,402.27,250.06,84.07
Impact Credit Strategies Fund,2017-05-30,"SolarEdge Technologies, Inc.",183868,1436,130709933.33,32.6,439.27,275.13
Sustainable Retail Fund,2021-11-06,"Tesla, Inc.",620512,-8297,295135349.73,56.31,253.7,644.05
International Fixed Duration Fund,2018-12-25,Ping An Insurance (Group) Co. of China Ltd.,963802,-7625,59437804.28,106.08,636.48,963.57
Subordinated Financials Fund,2021-11-21,Morgan Stanley,220305,-8176,256734471.08,86.0,679.55,656.39
Global Cross Asset Fund,2022-08-16,Johnson & Johnson,540650,-68,273992351.61,11.82,436.48,484.83
Fixed Maturity 2025 Bond Fund,2020-04-24,Chevron Corp.,692800,8762,464345589.4,81.9,352.51,649.98
Sustainable Retail Fund,2020-01-10,"Beyond Meat, Inc.",460499,-2065,304225704.61,479.46,554.58,604.45
Global Cross Asset Fund,2021-05-15,Alibaba Group Holding Ltd.,382816,2252,302898744.76,993.78,315.88,830.66
Sustainable Retail Fund,2020-11-20,"The Hain Celestial Group, Inc.",222928,3961,90602263.22,324.95,364.41,844.47
International Fixed Duration Fund,2019-03-06,AXA SA,817694,-1354,412845963.13,929.86,595.49,759.87
Subordinated Financials Fund,2018-01-08,"Goldman Sachs Group, Inc.",252453,-5275,121839226.43,674.11,100.41,406.35
International Fixed Duration Fund,2021-07-21,Allianz SE,158462,-3496,339433864.85,55.66,32.61,463.54
Community Savings Bond Fund,2022-11-22,Nestlé SA,210353,-920,175361506.4,41.44,942.89,246.24
Fixed Maturity 2025 Bond Fund,2022-02-24,BP Plc,103425,-603,240291544.16,163.76,33.77,885.24
Fixed Maturity 2025 Bond Fund,2019-03-03,Chevron Corp.,278496,7973,214270904.38,436.76,206.73,616.33
Sustainable Retail Fund,2017-10-17,"The Hain Celestial Group, Inc.",774588,-3827,67180192.92,263.51,812.49,935.32
Global Short Term Credit Fund,2019-07-07,HSBC Holdings Plc,777552,5762,469491954.85,550.29,77.41,158.01
Fixed Maturity 2027 Bond Fund,2019-01-08,Toyota Motor Corp.,475584,-7654,85165972.48,428.99,285.62,97.42
Community Savings Bond Fund,2018-03-19,Nestlé SA,816041,8763,352597869.07,18.2,474.08,786.35
Target Maturity 2029 Bond Fund,2018-08-11,"Amazon.com, Inc.",78744,-3589,460161548.06,345.05,773.73,889.02
Global Short Term Credit Fund,2019-09-13,HSBC Holdings Plc,574162,8737,219535154.71,289.3,189.7,504.25
Fixed Maturity 2027 Bond Fund,2020-04-25,Ford Motor Co.,406544,-2920,234472720.0,162.84,803.02,249.44
Fixed Maturity 2025 Bond Fund,2019-08-07,Chevron Corp.,168418,1825,180619727.17,53.97,995.37,53.67
Subordinated Financials Fund,2019-06-14,"Goldman Sachs Group, Inc.",404350,9775,430148863.21,251.65,522.46,295.82
Fixed Maturity 2025 Bond Fund,2019-01-22,BP Plc,814154,-1727,56823673.88,747.36,502.17,754.27
Fixed Maturity 2025 Bond Fund,2019-12-13,BP Plc,21272,-9755,126422288.88,775.47,96.1,604.57
Global Short Term Credit Fund,2022-11-30,JPMorgan Chase & Co.,828181,-7414,147351426.58,677.91,972.55,281.62
Target Maturity 2029 Bond Fund,2018-12-03,"Amazon.com, Inc.",911232,1911,39648944.58,304.17,606.91,391.67
Global Cross Asset Fund,2017-04-22,"Berkshire Hathaway, Inc.",329367,-9197,388862696.13,676.55,223.91,26.39
Impact Credit Strategies Fund,2020-08-06,"First Solar, Inc.",652893,-5838,444490728.51,443.96,286.36,862.68
Global Cross Asset Fund,2017-12-20,Alibaba Group Holding Ltd.,851363,-7996,428982400.95,764.72,127.04,734.08
Subordinated Financials Fund,2021-03-14,Citigroup Inc.,481871,1738,471731442.96,699.53,269.04,981.93
Community Savings Bond Fund,2020-07-18,Nestlé SA,181654,-2380,394826358.67,178.81,872.94,89.31
Impact Credit Strategies Fund,2020-08-28,Vestas Wind Systems A/S,24984,-1748,358888096.28,206.55,289.94,410.08
International Fixed Duration Fund,2020-03-26,Allianz SE,998998,-4114,61367563.98,517.93,206.48,736.3
Community Savings Bond Fund,2017-11-10,Nestlé SA,275270,8337,410972156.59,827.94,925.48,986.09
Sustainable Retail Fund,2021-10-16,"Tesla, Inc.",658953,-7908,15874461.73,441.73,742.23,750.94
Fixed Maturity 2027 Bond Fund,2022-12-05,Ford Motor Co.,671721,-2196,256303988.57,784.67,916.39,140.77
Impact Credit Strategies Fund,2019-07-12,Vestas Wind Systems A/S,343532,5194,240529198.25,385.17,114.7,822.24
Equity Diversified Selection Fund,2019-02-26,"Netflix, Inc.",430410,2037,209745439.2,357.05,712.29,764.85
Fixed Maturity 2025 Bond Fund,2019-09-12,Chevron Corp.,906348,6447,412254814.29,542.73,701.65,665.09
Global Short Term Credit Fund,2017-03-19,JPMorgan Chase & Co.,647436,5954,405556475.99,476.13,92.94,578.05
Global Short Term Credit Fund,2019-02-22,Bank of America Corp.,730556,9204,122576786.58,325.79,882.41,717.78
Sustainable Retail Fund,2020-10-18,"The Hain Celestial Group, Inc.",340533,2951,59826643.15,167.1,924.25,604.19
Impact Credit Strategies Fund,2022-06-11,"First Solar, Inc.",799819,-3648,437055282.39,367.5,298.43,470.61
Fixed Maturity 2027 Bond Fund,2019-09-19,Toyota Motor Corp.,490041,238,190796794.91,557.42,985.91,797.46
Community Savings Bond Fund,2022-04-02,Nestlé SA,211195,-1220,159028461.08,13.41,644.51,772.34
Equity Diversified Selection Fund,2022-04-29,Google LLC,115654,9635,225589136.53,591.34,836.64,636.39
Impact Credit Strategies Fund,2018-12-12,Vestas Wind Systems A/S,729335,-627,110727826.12,518.98,411.08,552.05
Fixed Maturity 2027 Bond Fund,2018-09-28,Volkswagen AG,752669,5345,426880831.33,756.47,266.09,984.03
Subordinated Financials Fund,2021-04-28,Citigroup Inc.,53825,2944,56201739.13,811.89,117.37,552.37
Subordinated Financials Fund,2020-10-01,Morgan Stanley,336335,2810,382208183.12,944.29,678.78,646.08
Global Cross Asset Fund,2018-11-12,Johnson & Johnson,146364,-1483,155214977.88,995.1,654.09,755.92
Fixed Maturity 2027 Bond Fund,2022-04-18,Ford Motor Co.,889841,8196,469407270.64,624.53,359.57,156.04
Fixed Maturity 2027 Bond Fund,2017-02-09,Toyota Motor Corp.,995409,-4780,373746042.4,411.68,149.5,187.44
Sustainable Retail Fund,2021-05-10,"The Hain Celestial Group, Inc.",314347,-9358,7064934.07,155.92,880.23,30.02
Impact Credit Strategies Fund,2022-05-24,Vestas Wind Systems A/S,802521,-6696,71250703.87,620.68,900.6,225.6
Fixed Maturity 2025 Bond Fund,2017-08-01,BP Plc,33161,-828,489269027.0,859.1,541.87,621.09
Fixed Maturity 2025 Bond Fund,2017-11-15,BP Plc,522463,-9580,235937967.34,611.19,613.65,906.55
Target Maturity 2029 Bond Fund,2019-06-06,"Apple, Inc.",436624,4537,95902776.96,696.94,122.54,474.54
Global Cross Asset Fund,2020-01-10,Alibaba Group Holding Ltd.,545836,-2558,256212592.61,902.48,463.64,420.74
Global Cross Asset Fund,2021-11-17,"Berkshire Hathaway, Inc.",178022,-571,255408210.26,349.29,239.75,609.08
Subordinated Financials Fund,2019-10-18,Citigroup Inc.,501138,-392,388447009.84,379.87,12.85,39.39
Community Savings Bond Fund,2021-04-10,Procter & Gamble Co.,944562,-7270,314444787.11,711.63,744.28,905.19
Global Cross Asset Fund,2022-01-21,"Berkshire Hathaway, Inc.",828204,-8718,459773674.81,877.09,708.5,641.28
Fixed Maturity 2027 Bond Fund,2018-10-22,Toyota Motor Corp.,721983,7471,347773485.02,128.31,461.37,528.96
Sustainable Retail Fund,2017-04-28,"The Hain Celestial Group, Inc.",26483,-6077,306348899.62,836.12,56.59,695.84
Global Short Term Credit Fund,2018-03-01,Bank of America Corp.,88424,8601,382123218.59,362.8,573.43,130.0
Fixed Maturity 2025 Bond Fund,2022-06-20,Exxon Mobil Corp.,266130,-1143,492789511.22,175.68,183.5,749.82
Global Short Term Credit Fund,2021-07-29,Bank of America Corp.,685167,5066,313369798.95,30.53,298.63,203.89
