FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Equity Diversified Selection Fund,2013-09-18,"AbbVie, Inc.",8960,-1487,178926.1324927438,144.01384529797235,247.30352503132823,864.0244324596462
International Fixed Duration Fund,2013-09-17,Petróleo Brasileiro SA,2561,4906,227549.44746182402,831.6937094038115,19.758261630899412,95.84934335870821
Sustainable Retail Fund,2013-09-16,"Verizon Communications, Inc.",4646,-3865,355890.8447531287,278.5051598778761,460.2152869799854,907.5778568521273
Fixed Maturity 2027 Bond Fund,2013-09-15,Industrial & Commercial Bank of China Ltd.,8596,1357,927641.0867668496,477.87205845373927,80.69214914567198,263.7899669021241
Fixed Maturity 2027 Bond Fund,2013-09-14,Comcast Corp.,8240,-2753,508773.96986862324,650.116822603389,893.2719479387995,615.383081370301
Fixed Maturity 2025 Bond Fund,2013-09-13,"UnitedHealth Group, Inc.",5942,1548,650367.6762315591,904.5081566098617,181.92966243228167,168.12991293102385
Fixed Maturity 2025 Bond Fund,2013-09-12,"AT&T, Inc.",4238,-484,393351.0720194767,911.8838629204445,430.980637823674,396.1550753568704
Fixed Maturity 2025 Bond Fund,2013-09-11,"Samsung Electronics Co., Ltd.",2600,-898,196636.88999738207,101.18135337042655,439.6603863379799,94.91012663661498
International Fixed Duration Fund,2013-09-10,Deutsche Telekom AG,6700,-3452,230572.53203439535,370.90993393284776,557.3360013598227,583.7329222142739
Sustainable Retail Fund,2013-09-09,Petróleo Brasileiro SA,7071,1532,804644.5081127204,795.2434546173745,784.7070252826933,352.41871166290605
Community Savings Bond Fund,2013-09-08,Industrial & Commercial Bank of China Ltd.,1709,-489,894547.2179366399,706.1253203399032,477.42666900369176,853.6285827760382
Fixed Maturity 2025 Bond Fund,2013-09-07,Pfizer Inc.,3971,-2169,498144.8993342135,36.08892057061973,35.49573454826837,189.99831351623547
Impact Credit Strategies Fund,2013-09-06,"Taiwan Semiconductor Manufacturing Co., Ltd.",1793,4198,363424.582184664,455.3905110063802,773.3993070633386,287.18818377709863
Equity Diversified Selection Fund,2013-09-05,"AT&T, Inc.",4099,-1938,809756.7851619897,830.9605641723815,91.35158147468259,185.48213060352057
Global Short Term Credit Fund,2013-09-04,"PetroChina Co., Ltd.",7030,2975,676363.8273301186,740.307592960435,645.1377593362755,568.1845524336699
Global Short Term Credit Fund,2013-09-03,Tencent Holdings Ltd.,6765,-1948,50465.23771077682,417.7312944089994,805.3952135653765,120.62971192486229
Equity Diversified Selection Fund,2013-09-02,"AT&T, Inc.",1026,2210,357233.4898939826,737.8095111232878,289.86327075623336,197.46343520824632
International Fixed Duration Fund,2013-09-01,Industrial & Commercial Bank of China Ltd.,7693,-1461,685351.2484536815,555.6986020452405,454.6154168671909,681.7050440075918
Equity Diversified Selection Fund,2013-08-31,Comcast Corp.,6322,-4474,577943.0220880674,913.5027080876035,24.19248376395846,83.67038127058076
Fixed Maturity 2025 Bond Fund,2013-08-30,Shell Plc,9276,-2193,978286.6357577604,591.2559026565383,805.8364475939866,745.7320353735347
Global Cross Asset Fund,2013-08-29,Industrial & Commercial Bank of China Ltd.,6951,4387,867454.2244430376,406.72683700642443,706.2284790216111,113.2901541935695
European High Yield Bond Fund,2013-08-28,Mercedes-Benz Group AG,4101,-3247,69141.02167394839,864.291418322552,239.07352044396464,589.6338719879661
Community Savings Bond Fund,2013-08-27,"AbbVie, Inc.",7609,4864,728511.325515637,59.370153883574496,396.32393588713137,997.831361027119
Impact Credit Strategies Fund,2013-08-26,Intel Corp.,6309,1882,342963.34620717313,901.5055372011019,698.3633367831003,182.1539777211106
Equity Diversified Selection Fund,2013-08-25,"Verizon Communications, Inc.",1011,-3346,685261.876055087,699.3833463528075,364.5814906326946,268.47545547965126
Sustainable Retail Fund,2013-08-24,Bayerische Motoren Werke AG,8770,-159,621052.3402304823,941.1998018198371,170.7906278021228,899.4423874491622
Global Cross Asset Fund,2013-08-23,Sony Group Corp.,6413,-959,508019.7565553727,257.9998204356888,523.3204735891292,630.0236691592291
Equity Diversified Selection Fund,2013-08-22,Gazprom PJSC,6774,24,854420.0587961595,697.9721509934627,726.3318945835754,497.60598581626766
Fixed Maturity 2027 Bond Fund,2013-08-21,"Samsung Electronics Co., Ltd.",1179,4039,711602.9615417361,811.3686342369347,327.6014119329164,567.078046297336
Global Cross Asset Fund,2013-08-20,TotalEnergies SE,1796,4059,890659.5633569865,705.081553988018,130.55454892801322,302.54039119193897
International Fixed Duration Fund,2013-08-19,"UnitedHealth Group, Inc.",8279,3965,288787.7116120188,218.23036526637242,831.248720193857,856.7685641323943
Community Savings Bond Fund,2013-08-18,Tencent Holdings Ltd.,8188,3734,354646.24934865604,282.8336723921152,260.27384778265184,747.8163347831935
Target Maturity 2029 Bond Fund,2013-08-17,Sony Group Corp.,8312,-583,625731.8363123642,571.074924968147,517.6868045655403,646.0417680105762
Target Maturity 2029 Bond Fund,2013-08-16,Bayerische Motoren Werke AG,3024,3977,966799.7929881185,452.2830966638618,694.4297179943505,932.4251722448633
Fixed Maturity 2025 Bond Fund,2013-08-15,"Verizon Communications, Inc.",8666,-365,377866.2783438094,737.766016532363,323.90444839027856,582.3297519372487
Fixed Maturity 2025 Bond Fund,2013-08-14,Reliance Industries Ltd.,4217,-2117,41970.713566816274,384.88992455165726,652.1501719986942,516.7583374598636
International Fixed Duration Fund,2013-08-13,"AbbVie, Inc.",7584,884,451429.0758677371,860.8857166411253,465.112411377113,975.936468310668
Sustainable Retail Fund,2013-08-12,Reliance Industries Ltd.,6285,-4552,548490.2669037329,437.6012009863827,574.7322885726077,213.95397213372277
Fixed Maturity 2025 Bond Fund,2013-08-11,"UnitedHealth Group, Inc.",8370,-1690,802977.5346125477,49.64086790764448,594.6703425807733,150.54849146572755
European High Yield Bond Fund,2013-08-10,"PetroChina Co., Ltd.",2519,-415,731314.4751966725,27.19043512609625,825.9091800279174,170.6600408384456
Community Savings Bond Fund,2013-08-09,Saudi Arabian Oil Co.,7611,3108,965016.0539111528,650.2751602237022,659.763010700983,989.547587936034
Equity Diversified Selection Fund,2013-08-08,Industrial & Commercial Bank of China Ltd.,7856,-591,784855.9329509016,545.1475870990076,271.66362526256637,655.7285443487174
International Fixed Duration Fund,2013-08-07,Gazprom PJSC,3432,2873,305642.15269720386,547.3171969227258,69.0082977270618,312.86365306269806
Global Short Term Credit Fund,2013-08-06,"PetroChina Co., Ltd.",7457,1051,644966.507870368,792.1089258681611,11.965688634381412,256.48802630586204
Equity Diversified Selection Fund,2013-08-05,Bayerische Motoren Werke AG,5866,3576,675518.7814625868,381.9630322933224,905.3732109193255,66.07220418976513
Equity Diversified Selection Fund,2013-08-04,Shell Plc,6054,-4706,998040.3096723177,995.4925276190348,942.6889512841842,140.62785541696752
Fixed Maturity 2027 Bond Fund,2013-08-03,Reliance Industries Ltd.,3070,-3762,147350.5321145098,946.0747996037537,103.17037278802124,909.0908555234187
International Fixed Duration Fund,2013-08-02,Deutsche Telekom AG,2781,3041,199412.2476635522,22.832149486246465,492.1830820994255,749.8676501123938
International Fixed Duration Fund,2013-08-01,Industrial & Commercial Bank of China Ltd.,9530,-2184,163958.50756860204,896.7853405167687,160.0792514259291,942.1441371589568
Target Maturity 2029 Bond Fund,2013-07-31,"UnitedHealth Group, Inc.",2516,-3902,593169.5130243042,683.7441538664061,949.2615958370438,429.4936270906567
Impact Credit Strategies Fund,2013-07-30,Comcast Corp.,6491,-3263,143948.0615116799,507.06943344787453,254.36419165429848,605.2248736005981
Sustainable Retail Fund,2013-07-29,Industrial & Commercial Bank of China Ltd.,6949,-2811,659447.6318154902,586.9199993531021,506.63062464102893,488.83454640900067
Impact Credit Strategies Fund,2013-07-28,"AbbVie, Inc.",4290,-2235,805736.3103555767,843.4387896316781,173.96398981558758,882.5715425229417
European High Yield Bond Fund,2013-07-27,"Samsung Electronics Co., Ltd.",5570,-3778,438464.9949647918,951.5270181522935,339.4334736580317,991.468068301085
Global Short Term Credit Fund,2013-07-26,Petróleo Brasileiro SA,2379,1549,565078.2310705696,564.730288489078,274.1382973179091,933.4474555738658
Equity Diversified Selection Fund,2013-07-25,Shell Plc,8670,-4590,913594.8624583778,189.47853271670402,480.67178254246375,602.0752893047937
Target Maturity 2029 Bond Fund,2013-07-24,"AT&T, Inc.",1800,-2055,573870.2584017261,643.3564439840422,425.58414240192695,71.18395741633945
Global Short Term Credit Fund,2013-07-23,"Samsung Electronics Co., Ltd.",6267,3102,216519.49651451875,85.45677870469486,337.4898166543715,621.3513468919251
Equity Diversified Selection Fund,2013-07-22,Reliance Industries Ltd.,4495,-214,349761.8604589282,638.7873494665191,114.81884147192795,106.07694731580473
European High Yield Bond Fund,2013-07-21,Tencent Holdings Ltd.,4257,4069,534547.3453060738,810.5256845016047,489.6421517868787,147.4332588993422
Impact Credit Strategies Fund,2013-07-20,"UnitedHealth Group, Inc.",7558,-4214,163348.70863468907,359.7981221210281,851.7059379106369,199.43125120724366
International Fixed Duration Fund,2013-07-19,Saudi Arabian Oil Co.,1981,-2891,616394.6370033006,80.47258001262195,732.9211032197104,369.85848684420944
Fixed Maturity 2025 Bond Fund,2013-07-18,Intel Corp.,3088,446,999253.6309651855,695.3038671287771,723.3691353210428,595.8686188139906
Fixed Maturity 2025 Bond Fund,2013-07-17,"AT&T, Inc.",3952,835,656009.6152915547,345.93546266689333,372.43081937785564,340.2181374320007
Global Cross Asset Fund,2013-07-16,Shell Plc,3126,-3014,378687.0325742968,256.6056853617461,711.3348898752308,457.74443626267225
Fixed Maturity 2027 Bond Fund,2013-07-15,Pfizer Inc.,5812,3126,338429.0267642519,692.2899413538096,470.87616658591946,56.81614275408492
Sustainable Retail Fund,2013-07-14,TotalEnergies SE,9063,4070,932287.2893812024,969.8906042197069,158.7733299297876,623.5602227171779
European High Yield Bond Fund,2013-07-13,TotalEnergies SE,4861,2300,872799.1476728693,747.8691536514801,424.8592524782705,660.4614478508826
Fixed Maturity 2027 Bond Fund,2013-07-12,Comcast Corp.,6903,4799,477635.0339967796,496.4365401537817,141.41124472128146,108.39624656944858
Sustainable Retail Fund,2013-07-11,Mercedes-Benz Group AG,3591,709,359880.4188552814,604.5056151999066,123.33799071747053,787.2659844332659
Equity Diversified Selection Fund,2013-07-10,Deutsche Telekom AG,4322,-2597,713359.640760488,150.85611959893097,32.82871537303462,650.9849620853655
Fixed Maturity 2027 Bond Fund,2013-07-09,"Taiwan Semiconductor Manufacturing Co., Ltd.",7437,3262,321357.45079873997,815.0811528259799,290.0257579597224,494.8321349885497
Impact Credit Strategies Fund,2013-07-08,Pfizer Inc.,9801,-599,128209.19993001505,608.2520605053047,337.5660363995254,557.3312754397306
Sustainable Retail Fund,2013-07-07,"AT&T, Inc.",3861,1701,317050.6901785111,966.1720940180371,702.4492758091077,508.01527720726773
Impact Credit Strategies Fund,2013-07-06,Tencent Holdings Ltd.,2655,-1705,439953.02229602984,979.6885346070485,542.6247370359358,63.25501429045668
International Fixed Duration Fund,2013-07-05,"Samsung Electronics Co., Ltd.",2755,3953,262857.2622228811,361.0408255159991,859.8652149327788,737.7979663215748
Target Maturity 2029 Bond Fund,2013-07-04,Reliance Industries Ltd.,9237,-2879,224645.58857934573,988.6604761575442,184.70592043859992,516.6925305117313
Impact Credit Strategies Fund,2013-07-03,Industrial & Commercial Bank of China Ltd.,7227,-1418,16078.761038050769,957.2651928215644,273.2970794012159,181.0956149619886
Equity Diversified Selection Fund,2013-07-02,Mercedes-Benz Group AG,5638,-803,634534.3535900061,643.4336441670847,941.6653500319816,683.9235452093316
Fixed Maturity 2025 Bond Fund,2013-07-01,Intel Corp.,3567,4821,618304.4528929577,340.1297841745647,449.6047953020162,698.1149500014345
Fixed Maturity 2027 Bond Fund,2013-06-30,Shell Plc,4123,700,196144.98539302094,755.8068185402914,791.1604336181692,221.360514718728
Equity Diversified Selection Fund,2013-06-29,Intel Corp.,6164,2232,944213.5710930724,278.5248590425745,497.24597216299424,798.5301219971988
Global Cross Asset Fund,2013-06-28,Bayerische Motoren Werke AG,8081,-712,415475.1927867105,633.5454577078348,476.37480045549006,461.9396786222047
Community Savings Bond Fund,2013-06-27,"PetroChina Co., Ltd.",5907,-3915,35224.63924054349,34.33579766156839,156.63512514934595,188.80351638198695
Sustainable Retail Fund,2013-06-26,Petróleo Brasileiro SA,5962,3645,227574.19809219515,632.2969685787318,852.6876148391003,661.0438032799086
European High Yield Bond Fund,2013-06-25,Mercedes-Benz Group AG,8150,-2379,695146.8094284828,952.0922018862261,87.57172774215829,600.759694889004
Global Cross Asset Fund,2013-06-24,Shell Plc,2766,3810,209603.69982248932,242.79161227915748,317.1584837065111,178.7022625652204
Fixed Maturity 2025 Bond Fund,2013-06-23,Shell Plc,4549,3828,63373.334287295555,780.3976918486197,676.7333910029777,873.6254107798911
Impact Credit Strategies Fund,2013-06-22,"PetroChina Co., Ltd.",3309,-2652,621529.1591807262,300.4893144164456,512.1849752999494,855.9889893793084
Target Maturity 2029 Bond Fund,2013-06-21,"UnitedHealth Group, Inc.",2976,-126,523171.2426882412,710.7712512413551,882.5645437018209,837.8821419774824
Equity Diversified Selection Fund,2013-06-20,China Mobile Ltd.,8180,-1964,763653.1777374689,702.9726461747902,48.90497326003676,405.2355803734702
International Fixed Duration Fund,2013-06-19,Gazprom PJSC,3490,-2651,774905.0746587003,192.89036427357374,652.9134443047329,826.3765470087768
Community Savings Bond Fund,2013-06-18,TotalEnergies SE,9917,743,960335.9012498516,601.1566313168097,482.6908159208536,846.3473552975568
Global Short Term Credit Fund,2013-06-17,Reliance Industries Ltd.,5381,-568,66447.36857835337,860.5772635820222,162.7687052329744,996.5748693911784
Global Cross Asset Fund,2013-06-16,Gazprom PJSC,6987,1175,48599.52562004606,388.7077387451656,745.8193880414675,958.028571991912
Target Maturity 2029 Bond Fund,2013-06-15,Industrial & Commercial Bank of China Ltd.,8425,2265,987325.0775473841,713.1741818354234,417.19378685196375,389.0188616873273
Global Short Term Credit Fund,2013-06-14,"AT&T, Inc.",4619,1103,648399.3989199843,677.685734882201,536.2660851943167,206.22220733221909
Community Savings Bond Fund,2013-06-13,"UnitedHealth Group, Inc.",7060,2358,718216.8342708957,264.93886178259766,967.5934056994772,299.537768927812
European High Yield Bond Fund,2013-06-12,China Mobile Ltd.,9689,4263,105517.19953781678,919.4571241878463,491.3677802149367,499.83341439923373
European High Yield Bond Fund,2013-06-11,Petróleo Brasileiro SA,4976,-2969,79114.5639398536,567.8769632751103,825.1391369030563,807.403057518541
Fixed Maturity 2027 Bond Fund,2013-06-10,Bayerische Motoren Werke AG,1704,-3751,168651.0579964133,361.7397302374689,771.8817481078319,725.754215168834
Community Savings Bond Fund,2013-06-09,Pfizer Inc.,6452,4487,432923.6467694949,172.71479194541234,666.127045598661,789.8356312232476
Community Savings Bond Fund,2013-06-08,Tencent Holdings Ltd.,7094,1808,119074.42090564594,478.72376889557125,897.8440219168303,386.1271092587161
Global Short Term Credit Fund,2013-06-07,Deutsche Telekom AG,4681,-1444,451870.4030364197,732.812303522683,259.0856304678091,254.43559784012348
Target Maturity 2029 Bond Fund,2013-06-06,"PetroChina Co., Ltd.",5138,3519,565920.5440703233,627.4038670732781,822.5635191529866,33.88837698127516
Equity Diversified Selection Fund,2013-06-05,"Verizon Communications, Inc.",2916,3988,10329.63820625687,729.7820339572356,384.0096135133691,629.9217858580402
Sustainable Retail Fund,2013-06-04,China Mobile Ltd.,8501,299,123103.1744840577,793.8431447773803,814.3659811804091,797.0873584747943
Global Short Term Credit Fund,2013-06-03,Tencent Holdings Ltd.,2845,-1906,381443.23985019996,446.59471882454557,498.8507977000559,890.2490891491817
International Fixed Duration Fund,2013-06-02,Saudi Arabian Oil Co.,5654,-2023,62796.494769832156,524.9645221840494,859.1321604138035,481.4755045178764
European High Yield Bond Fund,2013-06-01,Gazprom PJSC,7413,-4038,142193.6835790187,986.5578904650816,895.8951023160564,928.3693204251821
European High Yield Bond Fund,2013-05-31,"UnitedHealth Group, Inc.",9111,725,239478.42655139492,968.3708818626569,601.6674369272744,210.387941016035
Fixed Maturity 2027 Bond Fund,2013-05-30,"PetroChina Co., Ltd.",8990,489,435305.4000259705,420.66895351127056,512.5506872629325,519.2343419130856
Equity Diversified Selection Fund,2013-05-29,"AT&T, Inc.",4090,-3732,717688.825957342,688.3277289644301,785.4473418990109,221.63006742111594
International Fixed Duration Fund,2013-05-28,Gazprom PJSC,2370,279,141361.72570758744,274.9142765445743,274.3163411473816,196.19475746010733
European High Yield Bond Fund,2013-05-27,Petróleo Brasileiro SA,2928,-4628,740578.9861902389,161.17057017929193,25.195194436425275,953.8542506823284
Global Short Term Credit Fund,2013-05-26,Gazprom PJSC,2636,-620,856510.1224200486,770.7172103974963,413.0236369272218,819.5632818427968
International Fixed Duration Fund,2013-05-25,"Verizon Communications, Inc.",7180,2617,654963.979216381,441.81816972384405,512.6963915678091,21.681897476851912
Global Short Term Credit Fund,2013-05-24,Gazprom PJSC,9283,4796,53288.438473519825,185.28227561351878,304.2900922443689,275.82786518707235
Sustainable Retail Fund,2013-05-23,Mercedes-Benz Group AG,2843,1279,446247.15005816694,761.2594442853416,389.52826292038975,213.08389854318565
Sustainable Retail Fund,2013-05-22,Saudi Arabian Oil Co.,9376,-4905,663465.3416171648,916.0186561960832,141.7276505869337,155.66283834314663
European High Yield Bond Fund,2013-05-21,Industrial & Commercial Bank of China Ltd.,1831,-631,978728.0032612393,933.9407654531595,284.5170043341161,700.4383050709961
European High Yield Bond Fund,2013-05-20,Intel Corp.,6538,-1059,952290.30418855,600.3703713779934,247.6943944354278,571.1694530221121
Target Maturity 2029 Bond Fund,2013-05-19,Intel Corp.,6315,2021,401746.1228955196,484.8447176851248,307.9769852885025,459.3952250426096
Sustainable Retail Fund,2013-05-18,"AbbVie, Inc.",9455,4392,619771.7615028416,150.44792030018752,306.06356943524594,197.6020878554161
Equity Diversified Selection Fund,2013-05-17,Pfizer Inc.,6327,-1056,891906.9958879693,794.8619062135422,563.3786873371373,284.84187571884
Equity Diversified Selection Fund,2013-05-16,Pfizer Inc.,2286,868,832735.7849024346,945.8699205792868,258.09097079411197,362.5400385343469
Global Cross Asset Fund,2013-05-15,"Verizon Communications, Inc.",2529,396,484627.6157716222,890.5658094812227,941.5516507064896,787.6278589739813
Global Cross Asset Fund,2013-05-14,"Verizon Communications, Inc.",7655,3041,268628.91758270713,754.2656198932941,516.1620820597016,989.2975392378337
Fixed Maturity 2027 Bond Fund,2013-05-13,China Mobile Ltd.,2877,-4869,145728.94733084465,14.523173964868285,137.67634634566974,192.1372841295071
Sustainable Retail Fund,2013-05-12,Petróleo Brasileiro SA,6431,2290,493100.3535324266,413.6733658612673,286.81020781904107,348.1074422043704
Global Short Term Credit Fund,2013-05-11,Shell Plc,3478,4582,725617.4165898563,416.60702998478985,732.4599211742975,287.39953107916625
Global Short Term Credit Fund,2013-05-10,"AbbVie, Inc.",1100,1516,970072.0160841033,895.4245506301346,23.522447996920185,53.626720646352844
Fixed Maturity 2025 Bond Fund,2013-05-09,Pfizer Inc.,4087,4341,863196.755774858,74.99420974985784,938.4398063349815,227.0266683653088
International Fixed Duration Fund,2013-05-08,Sony Group Corp.,6828,906,212198.54569568005,535.9103580431073,450.7251525085481,902.5978039509585
Impact Credit Strategies Fund,2013-05-07,"Samsung Electronics Co., Ltd.",8425,-4193,722580.3455542452,144.77305988784602,525.8682327214867,844.4295970836723
Global Cross Asset Fund,2013-05-06,Industrial & Commercial Bank of China Ltd.,3291,-4950,296210.2413198461,665.6709751233126,988.5281134811327,175.9213419636087
European High Yield Bond Fund,2013-05-05,"Samsung Electronics Co., Ltd.",6467,277,686637.8684892604,794.3329332963991,508.3690551393383,372.50138249012747
Fixed Maturity 2027 Bond Fund,2013-05-04,"AT&T, Inc.",9296,-4945,669147.4058561649,645.539619851915,948.2665545173528,317.69502471924113
Equity Diversified Selection Fund,2013-05-03,Tencent Holdings Ltd.,1693,-1336,279706.296896286,796.6392896104196,916.0788046352227,156.2633999736149
Impact Credit Strategies Fund,2013-05-02,Mercedes-Benz Group AG,6786,-4257,242044.7340151136,611.4213347545615,941.9023733795506,625.9861275414492
Community Savings Bond Fund,2013-05-01,Petróleo Brasileiro SA,6406,1030,112898.38496303659,197.94071937012768,814.2493269174403,561.7247827616338
Fixed Maturity 2027 Bond Fund,2013-04-30,Comcast Corp.,4491,3131,60034.24043658043,388.83688331735095,303.4341037121539,432.72141941098795
Community Savings Bond Fund,2013-04-29,Intel Corp.,4392,-4921,859866.5482679063,957.3001280352825,352.9186589481217,856.9433448271385
Sustainable Retail Fund,2013-04-28,"Verizon Communications, Inc.",3268,-2034,59350.90068869126,295.2931636502266,371.3342274988345,623.5142266127784
Community Savings Bond Fund,2013-04-27,Industrial & Commercial Bank of China Ltd.,6632,-1272,97853.75485986297,72.2337604207165,979.3890312160732,266.6809457417324
Community Savings Bond Fund,2013-04-26,Saudi Arabian Oil Co.,4783,-464,246463.51501451788,390.98167514659707,367.14794893242714,379.96768982787006
Target Maturity 2029 Bond Fund,2013-04-25,Reliance Industries Ltd.,6973,-4875,888781.7451776534,372.6440476556733,117.60241612619669,158.65516248530176
Target Maturity 2029 Bond Fund,2013-04-24,Pfizer Inc.,6969,813,339610.9568179694,475.6057275750936,780.5456056888002,595.4595403790622
Target Maturity 2029 Bond Fund,2013-04-23,"Verizon Communications, Inc.",9981,3410,199881.56188202623,564.7003878604004,372.402658666232,590.7627970909082
Sustainable Retail Fund,2013-04-22,TotalEnergies SE,5648,-4053,718399.9408371442,992.4990338420185,624.7265526085849,871.4818491126772
Impact Credit Strategies Fund,2013-04-21,Pfizer Inc.,5939,-4406,325879.05731999886,758.671602764157,925.1168081413274,857.2585340315924
Fixed Maturity 2027 Bond Fund,2013-04-20,Comcast Corp.,9850,30,340032.9716954343,45.531856615133215,579.7505210102638,838.5726131253483
Fixed Maturity 2027 Bond Fund,2013-04-19,Saudi Arabian Oil Co.,9024,-4860,741586.8299791507,715.5852049244476,641.3231765743091,553.4627965045149
European High Yield Bond Fund,2013-04-18,"PetroChina Co., Ltd.",8857,-1945,259136.2874522228,825.9894309276408,646.4339388204846,655.4996126498688
Target Maturity 2029 Bond Fund,2013-04-17,"UnitedHealth Group, Inc.",2018,4822,897792.4472285693,896.6744314955425,616.2751939009302,777.7865245285954
Sustainable Retail Fund,2013-04-16,Comcast Corp.,2953,4068,565807.4612183619,429.7660418733773,168.17168370614456,100.76798264612894
European High Yield Bond Fund,2013-04-15,Pfizer Inc.,4657,-795,542453.3940606898,320.489312424791,461.85126060126794,307.5919162260773
International Fixed Duration Fund,2013-04-14,"PetroChina Co., Ltd.",5846,171,272104.71271554753,840.9315447960057,17.58737977728787,177.39904339147512
European High Yield Bond Fund,2013-04-13,"Taiwan Semiconductor Manufacturing Co., Ltd.",3296,2782,836743.3967286265,779.8392552649534,630.0021560345798,516.3530174026448
Impact Credit Strategies Fund,2013-04-12,Bayerische Motoren Werke AG,1774,-2340,577022.0553627864,540.6820254661675,579.6047120759765,839.2912770662816
Global Cross Asset Fund,2013-04-11,"Samsung Electronics Co., Ltd.",3811,1856,163961.3824261737,126.70395657100069,324.95584704841286,238.40484995326034
Community Savings Bond Fund,2013-04-10,Gazprom PJSC,4182,1089,214235.25487231498,655.2437256774201,528.6565481385016,733.5944998190204
Target Maturity 2029 Bond Fund,2013-04-09,Gazprom PJSC,8867,318,473573.3497324372,75.01089076854545,498.12720408899594,411.7657564226236
Global Cross Asset Fund,2013-04-08,Deutsche Telekom AG,5329,-2448,781845.4041922247,109.36313664326556,258.4060637828287,904.0441513551262
Equity Diversified Selection Fund,2013-04-07,Bayerische Motoren Werke AG,7167,-1389,939902.3208807906,337.8288365359792,300.354672611667,630.5216454381296
European High Yield Bond Fund,2013-04-06,Pfizer Inc.,4097,3062,666863.6440731774,377.4637418993818,764.9155866624632,976.7874755397069
Sustainable Retail Fund,2013-04-05,Gazprom PJSC,2404,-3960,511081.8170627152,467.3542985013773,758.1749959899116,253.21307797050324
Community Savings Bond Fund,2013-04-04,Comcast Corp.,6101,3506,258224.65773690445,345.7515296265612,475.08432873744397,924.7187944564077
Fixed Maturity 2027 Bond Fund,2013-04-03,"Verizon Communications, Inc.",2369,2603,676139.2808511921,43.4502738801741,720.3338628918198,363.48520700157377
Global Short Term Credit Fund,2013-04-02,Sony Group Corp.,6497,-828,982417.3582949722,165.84152758147627,456.2932674286268,625.7477876773752
Community Savings Bond Fund,2013-04-01,"UnitedHealth Group, Inc.",7665,-2054,481460.2507838427,123.96084617371397,852.8602945471707,182.7631313127679
Impact Credit Strategies Fund,2013-03-31,Industrial & Commercial Bank of China Ltd.,3064,-1764,170520.46010099645,436.87176258029984,339.47861538652717,762.187268937436
Equity Diversified Selection Fund,2013-03-30,Shell Plc,3765,-1320,112307.17563963679,220.0076379098479,928.0195748469471,978.4679296962839
Impact Credit Strategies Fund,2013-03-29,Tencent Holdings Ltd.,3817,-193,276563.6207729916,300.6098399660171,546.8608140590242,789.5518552281984
European High Yield Bond Fund,2013-03-28,"AT&T, Inc.",8791,-3463,573747.598831031,476.85178873107895,540.3309824689533,619.6387750686681
International Fixed Duration Fund,2013-03-27,Reliance Industries Ltd.,1716,-1128,947337.2480804155,243.20624121242273,674.1022804827833,453.73183565893925
Impact Credit Strategies Fund,2013-03-26,Shell Plc,5040,-3133,306173.43223350524,253.4698133421987,347.44745070653755,351.78394472868644
Impact Credit Strategies Fund,2013-03-25,Mercedes-Benz Group AG,2711,-3839,312337.2596578884,834.8127356127029,727.086275198063,424.82249035333103
Sustainable Retail Fund,2013-03-24,Petróleo Brasileiro SA,6367,-1080,486367.86252107046,552.605999380043,327.22085160777874,335.00542963735234
European High Yield Bond Fund,2013-03-23,Saudi Arabian Oil Co.,7261,693,919356.9117481969,858.1918570641968,403.5634416591978,834.3827683349093
Community Savings Bond Fund,2013-03-22,Reliance Industries Ltd.,1008,-1118,424864.5000831983,519.3806560670183,677.9564024251262,894.1800119952231
International Fixed Duration Fund,2013-03-21,Saudi Arabian Oil Co.,9789,2738,230997.09794232383,910.1715900990883,384.6646102883676,950.1611088526413
Global Cross Asset Fund,2013-03-20,Industrial & Commercial Bank of China Ltd.,5118,3456,171499.60583195364,262.1946507780715,207.9743814611801,424.17869868877176
Global Short Term Credit Fund,2013-03-19,"Verizon Communications, Inc.",7086,1331,462445.2155797568,620.503333112729,873.1824441877517,550.7570114007414
Target Maturity 2029 Bond Fund,2013-03-18,Mercedes-Benz Group AG,7383,182,802670.6613728481,508.19945611534007,922.9338269859472,581.126466832064
Fixed Maturity 2027 Bond Fund,2013-03-17,Shell Plc,4667,4494,298438.88067714573,919.5040174163611,630.4637393093741,654.5772956045553
Impact Credit Strategies Fund,2013-03-16,Sony Group Corp.,3246,4386,517397.4128383365,424.2947820787578,813.0392634858749,12.431777482954235
European High Yield Bond Fund,2013-03-15,Tencent Holdings Ltd.,4626,-3474,606978.1896983236,856.2755751339018,986.7858312270055,844.2627747193319
Target Maturity 2029 Bond Fund,2013-03-14,Saudi Arabian Oil Co.,3822,3131,455965.7075413184,568.2650100998054,618.6270043016275,275.45924749213947
Fixed Maturity 2027 Bond Fund,2013-03-13,Shell Plc,9283,-606,199773.33893975648,711.4575223418924,909.7047168175134,477.44242805881987
Fixed Maturity 2027 Bond Fund,2013-03-12,Saudi Arabian Oil Co.,1850,-3842,922528.2211555068,888.0241621883606,365.66220222314416,843.1525744747322
Global Cross Asset Fund,2013-03-11,"Taiwan Semiconductor Manufacturing Co., Ltd.",2107,-633,569794.7428821392,996.9373505577472,703.4677115283142,996.8875854811829
