LP,FUND,VINTAGE,TOTAL_COMMITMENT_EU,COMMITMENT_CALLED_EU,COMMITMENT_UNCALLED_EU,DISTRIBUTED_EU,RECALLABLE_EU,NAV_EU,SFDR,ASSET_CLASS,COMMENTAIRES
COHAESIA FAMILY OFFICE,Impact Credit Strategies Fund,2020,316,64,252,12,2,46,9,Private Debt,
COHAESIA FAMILY OFFICE,Global Cross Asset Fund,2018,88,79,9,14,3,7,8,Private Equity,
COHAESIA FAMILY OFFICE,Equity Diversified Selection Fund,2023,250,122,128,19,3,17,8,Private Debt,
EUKRATOS,Global Short Term Credit Fund,2023,65,21,44,2,0,33,9,Private Equity,
EUKRATOS,International Fixed Duration Fund,2019,70,1,69,0,0,6,8,Private Equity,
EUKRATOS,Community Savings Bond Fund,2020,338,136,202,57,24,21,6,Private Equity,
EUKRATOS,European High Yield Bond Fund,2023,327,154,174,7,1,6,9,Private Equity,
EUKRATOS,Fixed Maturity 2027 Bond Fund,2021,51,22,29,5,0,38,6,Private Equity,
EUKRATOS,Fixed Maturity 2025 Bond Fund,2020,97,72,25,14,5,22,9,Private Equity,
EUKRATOS,Target Maturity 2029 Bond Fund,2020,61,16,44,6,1,78,6,Private Equity,
EUKRATOS,Impact Credit Strategies Fund,2017,66,31,35,14,2,41,6,Private Debt,
EUKRATOS,Global Cross Asset Fund,2022,58,37,21,7,1,70,9,Private Debt,
EUKRATOS,Equity Diversified Selection Fund,2019,101,62,39,7,1,48,8,Private Equity,
FAIR-E,Global Short Term Credit Fund,2017,81,38,44,14,4,3,8,Private Debt,
FAIR-E,International Fixed Duration Fund,2023,89,42,47,13,6,16,9,Private Debt,
FAIR-E,Community Savings Bond Fund,2018,239,4,236,2,0,94,6,Private Equity,
FAIR-E,European High Yield Bond Fund,2020,359,258,101,21,0,6,6,Private Equity,
FAIR-E,Fixed Maturity 2027 Bond Fund,2024,227,197,30,67,7,11,6,Private Equity,
FAIR-E,Fixed Maturity 2025 Bond Fund,2019,239,136,103,33,3,61,8,Private Debt,
FAIR-E,Target Maturity 2029 Bond Fund,2024,128,80,48,31,15,73,9,Private Debt,
FAIR-E,Impact Credit Strategies Fund,2020,433,183,250,48,5,50,8,Private Equity,
FAIR-E,Global Cross Asset Fund,2023,248,28,220,3,0,55,8,Private Equity,
FAIR-E,Equity Diversified Selection Fund,2019,498,65,433,22,2,21,6,Private Equity,
FAMILIANCE,Global Short Term Credit Fund,2023,204,139,65,10,1,57,8,Private Debt,
FAMILIANCE,International Fixed Duration Fund,2019,17,15,2,5,1,64,9,Private Debt,
FAMILIANCE,Community Savings Bond Fund,2024,264,226,38,2,1,52,9,Private Equity,
FAMILIANCE,European High Yield Bond Fund,2024,379,166,213,64,6,58,9,Private Debt,
FAMILIANCE,Fixed Maturity 2027 Bond Fund,2021,18,9,9,3,1,69,8,Private Debt,
FAMILIANCE,Fixed Maturity 2025 Bond Fund,2020,438,40,398,7,1,42,8,Private Equity,
FAMILIANCE,Target Maturity 2029 Bond Fund,2017,73,11,62,5,2,32,9,Private Equity,
FAMILIANCE,Impact Credit Strategies Fund,2019,55,25,31,10,4,68,6,Private Equity,
FAMILIANCE,Global Cross Asset Fund,2023,150,86,63,6,0,77,6,Private Equity,
FAMILIANCE,Equity Diversified Selection Fund,2017,247,210,37,29,2,24,6,Private Equity,
FAMILITY,Global Short Term Credit Fund,2024,491,378,113,12,3,30,6,Private Debt,
FAMILITY,International Fixed Duration Fund,2020,86,62,24,15,7,67,8,Private Equity,
FAMILITY,Community Savings Bond Fund,2021,228,188,40,64,23,71,8,Private Debt,
FAMILITY,European High Yield Bond Fund,2018,433,334,99,120,41,52,6,Private Equity,
FAMILITY,Fixed Maturity 2027 Bond Fund,2020,437,31,406,15,2,97,6,Private Equity,
FAMILITY,Fixed Maturity 2025 Bond Fund,2022,480,248,232,64,17,18,9,Private Debt,
FAMILITY,Target Maturity 2029 Bond Fund,2023,74,4,69,1,0,69,8,Private Equity,
FAMILITY,Impact Credit Strategies Fund,2019,457,236,221,18,3,30,6,Private Equity,
FAMILITY,Global Cross Asset Fund,2024,207,69,138,7,3,5,6,Private Debt,
FAMILITY,Equity Diversified Selection Fund,2020,23,11,12,1,1,84,6,Private Equity,
FAMILLE & VALEURS,Global Short Term Credit Fund,2017,365,276,89,111,40,46,8,Private Equity,
FAMILLE & VALEURS,International Fixed Duration Fund,2020,15,12,4,2,1,76,8,Private Equity,
FAMILLE & VALEURS,Community Savings Bond Fund,2019,150,81,69,31,11,71,9,Private Debt,
FAMILLE & VALEURS,European High Yield Bond Fund,2021,68,48,20,2,1,78,8,Private Equity,
FAMILLE & VALEURS,Fixed Maturity 2027 Bond Fund,2017,21,14,7,3,1,39,6,Private Debt,
FAMILLE & VALEURS,Fixed Maturity 2025 Bond Fund,2018,428,251,177,20,3,50,8,Private Equity,
FAMILLE & VALEURS,Target Maturity 2029 Bond Fund,2022,345,66,278,33,8,49,6,Private Equity,
FAMILLE & VALEURS,Impact Credit Strategies Fund,2021,499,93,406,19,3,7,8,Private Equity,
FAMILLE & VALEURS,Global Cross Asset Fund,2020,14,3,12,1,0,62,6,Private Debt,
FAMILLE & VALEURS,Equity Diversified Selection Fund,2021,25,19,6,6,2,52,6,Private Debt,
FINANCIÈRE DIOCLÈS,Global Short Term Credit Fund,2021,14,4,10,1,0,18,6,Private Debt,
FINANCIÈRE DIOCLÈS,International Fixed Duration Fund,2023,239,113,125,40,11,12,9,Private Debt,
FINANCIÈRE DIOCLÈS,Community Savings Bond Fund,2018,235,98,137,14,4,15,9,Private Debt,
FINANCIÈRE DIOCLÈS,European High Yield Bond Fund,2020,190,92,98,37,15,50,6,Private Debt,
FINANCIÈRE DIOCLÈS,Fixed Maturity 2027 Bond Fund,2021,299,35,264,15,6,39,8,Private Debt,
FINANCIÈRE DIOCLÈS,Fixed Maturity 2025 Bond Fund,2018,470,386,84,140,51,89,8,Private Debt,
FINANCIÈRE DIOCLÈS,Target Maturity 2029 Bond Fund,2018,49,12,37,4,0,91,8,Private Debt,
FINANCIÈRE DIOCLÈS,Impact Credit Strategies Fund,2024,87,61,26,20,1,56,9,Private Debt,
FINANCIÈRE DIOCLÈS,Global Cross Asset Fund,2024,423,77,347,31,9,54,9,Private Debt,
FINANCIÈRE DIOCLÈS,Equity Diversified Selection Fund,2020,402,231,172,39,0,30,6,Private Debt,
LA FONTAINE FAMILY OFFICE,Global Short Term Credit Fund,2019,47,17,30,3,1,33,9,Private Equity,
LA FONTAINE FAMILY OFFICE,International Fixed Duration Fund,2020,449,293,156,93,39,39,6,Private Debt,
LA FONTAINE FAMILY OFFICE,Community Savings Bond Fund,2019,109,24,85,2,1,20,9,Private Equity,
LA FONTAINE FAMILY OFFICE,European High Yield Bond Fund,2022,62,9,53,0,0,43,9,Private Debt,
LA FONTAINE FAMILY OFFICE,Fixed Maturity 2027 Bond Fund,2021,86,62,24,10,2,80,6,Private Equity,
LA FONTAINE FAMILY OFFICE,Fixed Maturity 2025 Bond Fund,2024,148,14,135,3,0,63,6,Private Equity,
LA FONTAINE FAMILY OFFICE,Target Maturity 2029 Bond Fund,2023,262,209,54,58,25,40,6,Private Debt,
LA FONTAINE FAMILY OFFICE,Impact Credit Strategies Fund,2017,391,81,309,18,7,24,9,Private Debt,
LA FONTAINE FAMILY OFFICE,Global Cross Asset Fund,2019,420,356,64,173,12,26,8,Private Debt,
LA FONTAINE FAMILY OFFICE,Equity Diversified Selection Fund,2018,159,54,105,8,1,16,8,Private Debt,
LEVY CAPITAL,Global Short Term Credit Fund,2021,315,52,263,11,3,20,9,Private Equity,
LEVY CAPITAL,International Fixed Duration Fund,2021,196,165,32,66,9,22,8,Private Equity,
LEVY CAPITAL,Community Savings Bond Fund,2023,46,16,30,1,0,96,6,Private Equity,
LEVY CAPITAL,European High Yield Bond Fund,2024,212,77,135,22,6,3,6,Private Equity,
LEVY CAPITAL,Fixed Maturity 2027 Bond Fund,2020,409,115,294,51,14,87,9,Private Debt,
LEVY CAPITAL,Fixed Maturity 2025 Bond Fund,2022,357,3,353,1,0,31,8,Private Debt,
LEVY CAPITAL,Target Maturity 2029 Bond Fund,2021,99,17,81,7,2,57,9,Private Debt,
LEVY CAPITAL,Impact Credit Strategies Fund,2018,70,47,23,4,1,100,9,Private Debt,
LEVY CAPITAL,Global Cross Asset Fund,2024,23,18,5,9,2,95,8,Private Equity,
LEVY CAPITAL,Equity Diversified Selection Fund,2020,298,60,238,11,4,31,8,Private Debt,
AXA,Global Short Term Credit Fund,2023,65,27,37,9,0,72,8,Private Equity,
AXA,International Fixed Duration Fund,2017,395,69,325,19,3,54,8,Private Debt,
AXA,Community Savings Bond Fund,2024,230,87,143,25,7,45,6,Private Debt,
AXA,European High Yield Bond Fund,2018,461,253,208,56,10,14,6,Private Equity,
AXA,Fixed Maturity 2027 Bond Fund,2024,97,58,40,3,1,58,9,Private Debt,
AXA,Fixed Maturity 2025 Bond Fund,2024,185,156,29,69,22,88,9,Private Equity,
AXA,Target Maturity 2029 Bond Fund,2021,432,191,241,29,1,99,9,Private Debt,
AXA,Impact Credit Strategies Fund,2017,135,93,42,42,6,87,8,Private Debt,
AXA,Global Cross Asset Fund,2019,341,285,56,140,32,57,9,Private Equity,
AXA,Equity Diversified Selection Fund,2024,404,272,132,118,47,39,8,Private Equity,
GROUPAMA,Global Short Term Credit Fund,2023,283,89,194,44,10,14,9,Private Equity,
GROUPAMA,International Fixed Duration Fund,2021,454,320,133,142,67,83,8,Private Debt,
GROUPAMA,Community Savings Bond Fund,2024,473,51,421,17,7,60,8,Private Debt,
GROUPAMA,European High Yield Bond Fund,2021,285,189,96,49,24,60,6,Private Equity,
GROUPAMA,Fixed Maturity 2027 Bond Fund,2017,408,76,332,31,4,18,6,Private Debt,
GROUPAMA,Fixed Maturity 2025 Bond Fund,2020,185,65,119,5,2,23,9,Private Equity,
GROUPAMA,Target Maturity 2029 Bond Fund,2022,221,125,96,18,2,22,6,Private Debt,
GROUPAMA,Impact Credit Strategies Fund,2023,416,248,168,106,42,88,9,Private Equity,
GROUPAMA,Global Cross Asset Fund,2022,235,101,134,10,4,22,6,Private Equity,
GROUPAMA,Equity Diversified Selection Fund,2021,195,2,193,1,0,52,6,Private Debt,
AG2R,Global Short Term Credit Fund,2023,155,138,17,21,2,81,9,Private Equity,
AG2R,International Fixed Duration Fund,2021,363,177,185,6,1,89,9,Private Equity,
AG2R,Community Savings Bond Fund,2022,275,125,150,35,0,63,9,Private Equity,
AG2R,European High Yield Bond Fund,2023,86,42,44,14,0,10,8,Private Equity,
AG2R,Fixed Maturity 2027 Bond Fund,2017,189,69,120,3,1,51,6,Private Equity,
AG2R,Fixed Maturity 2025 Bond Fund,2021,370,279,91,55,18,95,9,Private Equity,
AG2R,Target Maturity 2029 Bond Fund,2022,351,181,170,50,10,76,9,Private Equity,
AG2R,Impact Credit Strategies Fund,2021,119,90,29,32,2,3,9,Private Debt,
AG2R,Global Cross Asset Fund,2022,71,21,50,5,1,81,6,Private Equity,
AG2R,Equity Diversified Selection Fund,2024,401,338,64,101,7,16,8,Private Equity,
La Banque Postale,Global Short Term Credit Fund,2018,169,4,164,1,0,12,8,Private Debt,
La Banque Postale,International Fixed Duration Fund,2022,314,224,90,28,12,16,8,Private Equity,
La Banque Postale,Community Savings Bond Fund,2019,375,133,241,54,26,38,9,Private Equity,
La Banque Postale,European High Yield Bond Fund,2023,329,156,172,48,6,75,8,Private Equity,
La Banque Postale,Fixed Maturity 2027 Bond Fund,2018,99,66,33,6,2,98,9,Private Equity,
La Banque Postale,Fixed Maturity 2025 Bond Fund,2024,335,146,189,3,1,2,9,Private Equity,
La Banque Postale,Target Maturity 2029 Bond Fund,2017,317,145,172,46,5,81,8,Private Equity,
La Banque Postale,Impact Credit Strategies Fund,2022,118,96,23,3,1,61,9,Private Debt,
La Banque Postale,Global Cross Asset Fund,2024,246,87,158,29,14,87,8,Private Debt,
La Banque Postale,Equity Diversified Selection Fund,2024,334,70,264,20,0,54,6,Private Debt,
Swiss Life,Global Short Term Credit Fund,2023,87,65,23,10,0,14,9,Private Debt,
Swiss Life,International Fixed Duration Fund,2021,460,384,76,50,12,97,8,Private Debt,
Swiss Life,Community Savings Bond Fund,2018,170,50,120,17,8,81,8,Private Debt,
Swiss Life,European High Yield Bond Fund,2019,296,72,224,29,8,84,9,Private Equity,
Swiss Life,Fixed Maturity 2027 Bond Fund,2023,340,295,44,89,34,84,9,Private Debt,
Swiss Life,Fixed Maturity 2025 Bond Fund,2019,333,247,86,99,9,97,6,Private Debt,
Swiss Life,Target Maturity 2029 Bond Fund,2018,487,175,312,26,9,87,6,Private Equity,
Swiss Life,Impact Credit Strategies Fund,2024,461,310,150,147,18,9,6,Private Equity,
Swiss Life,Global Cross Asset Fund,2021,363,96,266,31,2,96,6,Private Debt,
Swiss Life,Equity Diversified Selection Fund,2021,162,124,38,22,6,48,8,Private Debt,
MACIF,Global Short Term Credit Fund,2019,385,276,109,80,21,20,9,Private Debt,
MACIF,International Fixed Duration Fund,2024,159,27,132,9,2,86,9,Private Debt,
MACIF,Community Savings Bond Fund,2020,65,30,35,3,1,23,6,Private Debt,
MACIF,European High Yield Bond Fund,2018,444,204,240,47,8,56,9,Private Debt,
MACIF,Fixed Maturity 2027 Bond Fund,2023,68,3,65,1,0,88,9,Private Equity,
MACIF,Fixed Maturity 2025 Bond Fund,2022,427,33,393,5,1,21,8,Private Debt,
MACIF,Target Maturity 2029 Bond Fund,2020,77,37,40,15,6,13,8,Private Debt,
MACIF,Impact Credit Strategies Fund,2023,139,113,25,14,0,14,9,Private Debt,
MACIF,Global Cross Asset Fund,2021,396,144,252,67,22,27,6,Private Equity,
MACIF,Equity Diversified Selection Fund,2022,497,172,325,21,1,32,9,Private Equity,
Cheval Blanc Patrimoine,Global Short Term Credit Fund,2023,302,143,159,6,1,57,9,Private Debt,
Cheval Blanc Patrimoine,International Fixed Duration Fund,2023,40,31,10,14,1,5,9,Private Debt,
Cheval Blanc Patrimoine,Community Savings Bond Fund,2020,422,294,127,99,20,77,8,Private Debt,
Cheval Blanc Patrimoine,European High Yield Bond Fund,2017,250,14,236,0,0,24,6,Private Debt,
Cheval Blanc Patrimoine,Fixed Maturity 2027 Bond Fund,2020,97,62,35,11,1,80,8,Private Equity,
Cheval Blanc Patrimoine,Fixed Maturity 2025 Bond Fund,2020,235,164,71,40,18,74,8,Private Equity,
Cheval Blanc Patrimoine,Target Maturity 2029 Bond Fund,2018,78,25,53,12,5,80,9,Private Equity,
Cheval Blanc Patrimoine,Impact Credit Strategies Fund,2018,474,238,236,56,17,42,6,Private Equity,
Cheval Blanc Patrimoine,Global Cross Asset Fund,2023,151,67,84,21,2,42,8,Private Debt,
Cheval Blanc Patrimoine,Equity Diversified Selection Fund,2018,345,290,55,84,8,20,9,Private Debt,
UNOFI,Global Short Term Credit Fund,2024,126,2,124,1,0,9,8,Private Equity,
UNOFI,International Fixed Duration Fund,2021,137,9,127,1,0,94,8,Private Equity,
UNOFI,Community Savings Bond Fund,2017,21,5,17,0,0,35,8,Private Debt,
UNOFI,European High Yield Bond Fund,2017,427,229,198,21,4,95,6,Private Equity,
UNOFI,Fixed Maturity 2027 Bond Fund,2024,282,14,268,3,1,32,8,Private Equity,
UNOFI,Fixed Maturity 2025 Bond Fund,2021,129,76,54,27,11,60,9,Private Debt,
UNOFI,Target Maturity 2029 Bond Fund,2023,147,21,126,0,0,25,8,Private Equity,
UNOFI,Impact Credit Strategies Fund,2018,359,239,120,16,5,9,9,Private Equity,
UNOFI,Global Cross Asset Fund,2024,356,31,325,4,1,45,9,Private Equity,
UNOFI,Equity Diversified Selection Fund,2019,260,111,149,19,2,86,6,Private Debt,
CHEVAL BLANC PATRIMOINE,Global Short Term Credit Fund,2019,254,61,194,20,9,63,8,Private Debt,
CHEVAL BLANC PATRIMOINE,International Fixed Duration Fund,2017,289,160,128,24,3,41,9,Private Equity,
CHEVAL BLANC PATRIMOINE,Community Savings Bond Fund,2017,45,9,37,2,1,82,8,Private Debt,
CHEVAL BLANC PATRIMOINE,European High Yield Bond Fund,2021,109,42,67,8,2,98,6,Private Equity,
CHEVAL BLANC PATRIMOINE,Fixed Maturity 2027 Bond Fund,2017,361,261,100,94,32,99,6,Private Debt,
CHEVAL BLANC PATRIMOINE,Fixed Maturity 2025 Bond Fund,2023,365,275,90,128,31,91,6,Private Equity,
CHEVAL BLANC PATRIMOINE,Target Maturity 2029 Bond Fund,2018,13,9,4,4,2,81,6,Private Debt,
CHEVAL BLANC PATRIMOINE,Impact Credit Strategies Fund,2022,20,3,17,1,0,47,8,Private Debt,
CHEVAL BLANC PATRIMOINE,Global Cross Asset Fund,2022,276,190,86,90,44,59,8,Private Equity,
CHEVAL BLANC PATRIMOINE,Equity Diversified Selection Fund,2018,200,173,27,65,26,31,6,Private Equity,
HSBC Private Wealth Solutions,Global Short Term Credit Fund,2022,113,42,71,12,4,82,6,Private Equity,
HSBC Private Wealth Solutions,International Fixed Duration Fund,2022,218,87,131,1,0,85,8,Private Debt,
HSBC Private Wealth Solutions,Community Savings Bond Fund,2023,416,18,398,3,1,3,9,Private Debt,
HSBC Private Wealth Solutions,European High Yield Bond Fund,2024,170,141,29,29,14,13,9,Private Debt,
HSBC Private Wealth Solutions,Fixed Maturity 2027 Bond Fund,2020,100,38,61,9,2,31,9,Private Equity,
HSBC Private Wealth Solutions,Fixed Maturity 2025 Bond Fund,2022,27,14,13,1,0,49,6,Private Equity,
HSBC Private Wealth Solutions,Target Maturity 2029 Bond Fund,2021,293,235,58,48,20,9,6,Private Debt,
HSBC Private Wealth Solutions,Impact Credit Strategies Fund,2018,17,8,9,2,0,12,9,Private Equity,
HSBC Private Wealth Solutions,Global Cross Asset Fund,2020,479,223,256,80,37,60,6,Private Debt,
HSBC Private Wealth Solutions,Equity Diversified Selection Fund,2023,90,62,29,11,2,53,9,Private Equity,
Acer Finance,Global Short Term Credit Fund,2019,373,173,200,12,4,10,8,Private Debt,
Acer Finance,International Fixed Duration Fund,2024,72,6,66,2,0,22,9,Private Equity,
Acer Finance,Community Savings Bond Fund,2021,170,120,49,57,23,45,6,Private Debt,
Acer Finance,European High Yield Bond Fund,2022,491,365,126,132,42,93,6,Private Equity,
Acer Finance,Fixed Maturity 2027 Bond Fund,2017,224,46,178,16,4,59,8,Private Equity,
Acer Finance,Fixed Maturity 2025 Bond Fund,2024,289,19,270,3,1,43,9,Private Debt,
Acer Finance,Target Maturity 2029 Bond Fund,2022,287,166,121,64,1,71,6,Private Debt,
Acer Finance,Impact Credit Strategies Fund,2021,350,139,211,16,4,88,6,Private Equity,
Acer Finance,Global Cross Asset Fund,2022,175,3,173,1,0,7,6,Private Equity,
Acer Finance,Equity Diversified Selection Fund,2021,199,80,119,7,1,7,9,Private Equity,
Agami Family Office,Global Short Term Credit Fund,2019,255,36,219,10,5,92,8,Private Equity,
Agami Family Office,International Fixed Duration Fund,2019,489,124,365,51,0,8,8,Private Debt,
Agami Family Office,Community Savings Bond Fund,2020,224,95,129,19,5,18,8,Private Debt,
Agami Family Office,European High Yield Bond Fund,2022,196,48,148,2,0,12,8,Private Debt,
Agami Family Office,Fixed Maturity 2027 Bond Fund,2021,23,1,22,0,0,80,6,Private Debt,
Agami Family Office,Fixed Maturity 2025 Bond Fund,2018,475,187,288,71,31,92,9,Private Equity,
Agami Family Office,Target Maturity 2029 Bond Fund,2022,367,189,178,27,2,74,8,Private Debt,
Agami Family Office,Impact Credit Strategies Fund,2018,184,30,153,14,2,5,6,Private Equity,
Agami Family Office,Global Cross Asset Fund,2022,244,139,105,41,8,27,9,Private Debt,
Agami Family Office,Equity Diversified Selection Fund,2020,237,11,227,1,0,2,6,Private Debt,
Aglaé Ventures,Global Short Term Credit Fund,2022,236,41,195,9,1,76,6,Private Debt,
Aglaé Ventures,International Fixed Duration Fund,2022,24,4,20,0,0,92,9,Private Debt,
Aglaé Ventures,Community Savings Bond Fund,2023,127,78,49,0,0,30,9,Private Equity,
Aglaé Ventures,European High Yield Bond Fund,2023,325,129,196,23,4,47,6,Private Equity,
Aglaé Ventures,Fixed Maturity 2027 Bond Fund,2021,469,406,63,153,71,39,8,Private Debt,
Aglaé Ventures,Fixed Maturity 2025 Bond Fund,2019,332,41,291,11,5,50,8,Private Debt,
Aglaé Ventures,Target Maturity 2029 Bond Fund,2021,359,175,185,9,1,23,6,Private Equity,
Aglaé Ventures,Impact Credit Strategies Fund,2018,228,164,64,58,13,63,8,Private Equity,
Aglaé Ventures,Global Cross Asset Fund,2021,198,142,57,31,4,44,6,Private Debt,
Aglaé Ventures,Equity Diversified Selection Fund,2019,353,183,170,76,34,92,8,Private Debt,
Aramis Finance,Global Short Term Credit Fund,2022,108,64,45,1,0,91,8,Private Debt,
Aramis Finance,International Fixed Duration Fund,2019,432,338,93,116,55,11,8,Private Debt,
Aramis Finance,Community Savings Bond Fund,2023,284,80,204,30,11,1,6,Private Debt,
Aramis Finance,European High Yield Bond Fund,2018,39,23,15,2,0,37,6,Private Equity,
Aramis Finance,Fixed Maturity 2027 Bond Fund,2022,460,190,270,85,18,14,8,Private Equity,
Aramis Finance,Fixed Maturity 2025 Bond Fund,2020,365,319,46,157,45,58,9,Private Debt,
Aramis Finance,Target Maturity 2029 Bond Fund,2017,155,117,38,9,1,59,9,Private Equity,
Aramis Finance,Impact Credit Strategies Fund,2021,415,368,47,17,8,58,8,Private Equity,
Aramis Finance,Global Cross Asset Fund,2022,125,67,58,32,13,52,6,Private Equity,
Aramis Finance,Equity Diversified Selection Fund,2023,191,145,46,32,7,90,9,Private Equity,
Artémis,Global Short Term Credit Fund,2017,242,185,57,2,1,56,8,Private Debt,
Artémis,International Fixed Duration Fund,2021,109,17,92,0,0,69,6,Private Debt,
Artémis,Community Savings Bond Fund,2022,325,114,211,37,17,2,9,Private Equity,
Artémis,European High Yield Bond Fund,2021,134,44,90,6,3,73,8,Private Equity,
Artémis,Fixed Maturity 2027 Bond Fund,2020,479,97,382,43,3,47,9,Private Equity,
Artémis,Fixed Maturity 2025 Bond Fund,2021,52,30,22,0,0,80,6,Private Debt,
Artémis,Target Maturity 2029 Bond Fund,2017,160,91,69,29,7,99,9,Private Equity,
Artémis,Impact Credit Strategies Fund,2022,376,184,192,69,10,85,9,Private Equity,
Artémis,Global Cross Asset Fund,2022,241,16,226,4,0,41,8,Private Equity,
Artémis,Equity Diversified Selection Fund,2020,218,79,139,38,9,20,8,Private Debt,
BM Family Office,Global Short Term Credit Fund,2022,393,102,291,19,9,51,9,Private Debt,
BM Family Office,International Fixed Duration Fund,2023,121,64,58,8,3,100,8,Private Debt,
BM Family Office,Community Savings Bond Fund,2017,343,26,316,10,2,49,9,Private Equity,
BM Family Office,European High Yield Bond Fund,2023,351,242,109,110,23,91,9,Private Debt,
BM Family Office,Fixed Maturity 2027 Bond Fund,2018,190,156,34,78,4,61,8,Private Debt,
BM Family Office,Fixed Maturity 2025 Bond Fund,2021,292,108,184,43,19,74,8,Private Equity,
BM Family Office,Target Maturity 2029 Bond Fund,2017,495,68,427,14,6,27,9,Private Debt,
BM Family Office,Impact Credit Strategies Fund,2017,401,44,356,0,0,57,8,Private Debt,
BM Family Office,Global Cross Asset Fund,2019,454,92,362,38,13,99,9,Private Debt,
BM Family Office,Equity Diversified Selection Fund,2023,347,38,309,7,1,61,8,Private Debt,
Creadev,Global Short Term Credit Fund,2019,177,70,107,15,4,52,6,Private Equity,
Creadev,International Fixed Duration Fund,2020,257,66,192,7,3,59,6,Private Debt,
Creadev,Community Savings Bond Fund,2019,93,51,43,13,5,85,8,Private Debt,
Creadev,European High Yield Bond Fund,2023,79,19,60,6,2,13,6,Private Equity,
Creadev,Fixed Maturity 2027 Bond Fund,2019,23,7,16,1,0,97,8,Private Debt,
Creadev,Fixed Maturity 2025 Bond Fund,2017,139,58,81,9,2,74,8,Private Equity,
Creadev,Target Maturity 2029 Bond Fund,2018,94,36,59,2,0,87,9,Private Equity,
Creadev,Impact Credit Strategies Fund,2024,78,7,72,3,1,63,8,Private Equity,
Creadev,Global Cross Asset Fund,2020,439,326,113,53,18,52,6,Private Equity,
Creadev,Equity Diversified Selection Fund,2020,311,226,84,35,8,32,6,Private Equity,
Evolem,Global Short Term Credit Fund,2017,381,223,158,22,7,13,8,Private Equity,
Evolem,International Fixed Duration Fund,2018,12,9,3,3,1,38,6,Private Equity,
Evolem,Community Savings Bond Fund,2018,291,203,88,3,1,55,8,Private Debt,
Evolem,European High Yield Bond Fund,2022,245,159,86,25,3,87,8,Private Debt,
Evolem,Fixed Maturity 2027 Bond Fund,2017,40,33,7,4,0,84,6,Private Equity,
Evolem,Fixed Maturity 2025 Bond Fund,2021,455,138,317,28,9,32,9,Private Equity,
Evolem,Target Maturity 2029 Bond Fund,2020,350,263,87,123,42,55,8,Private Equity,
Evolem,Impact Credit Strategies Fund,2022,259,70,189,8,4,76,8,Private Debt,
Evolem,Global Cross Asset Fund,2023,365,3,362,0,0,35,6,Private Equity,
Evolem,Equity Diversified Selection Fund,2024,222,102,120,13,6,8,8,Private Equity,
Jaïna Capital,Global Short Term Credit Fund,2018,473,377,96,55,11,70,8,Private Equity,
Jaïna Capital,International Fixed Duration Fund,2021,376,257,119,3,1,86,9,Private Equity,
Jaïna Capital,Community Savings Bond Fund,2023,183,35,148,9,4,47,6,Private Debt,
Jaïna Capital,European High Yield Bond Fund,2022,288,125,163,28,12,49,6,Private Equity,
Jaïna Capital,Fixed Maturity 2027 Bond Fund,2023,53,11,42,1,0,95,8,Private Equity,
Jaïna Capital,Fixed Maturity 2025 Bond Fund,2024,130,100,30,24,12,46,6,Private Equity,
Jaïna Capital,Target Maturity 2029 Bond Fund,2024,224,3,221,1,0,18,9,Private Debt,
Jaïna Capital,Impact Credit Strategies Fund,2020,148,63,85,30,2,94,6,Private Equity,
Jaïna Capital,Global Cross Asset Fund,2022,368,63,305,0,0,9,6,Private Debt,
Jaïna Capital,Equity Diversified Selection Fund,2023,323,53,269,14,1,68,6,Private Equity,
Kima Ventures,Global Short Term Credit Fund,2017,459,242,217,88,10,80,6,Private Equity,
Kima Ventures,International Fixed Duration Fund,2022,463,98,366,43,4,52,8,Private Debt,
Kima Ventures,Community Savings Bond Fund,2018,339,51,288,10,3,46,9,Private Debt,
Kima Ventures,European High Yield Bond Fund,2020,33,22,11,4,1,100,8,Private Debt,
Kima Ventures,Fixed Maturity 2027 Bond Fund,2020,391,97,294,0,0,87,8,Private Equity,
Kima Ventures,Fixed Maturity 2025 Bond Fund,2017,133,98,35,39,16,15,6,Private Equity,
Kima Ventures,Target Maturity 2029 Bond Fund,2018,180,161,18,48,15,99,9,Private Debt,
Kima Ventures,Impact Credit Strategies Fund,2022,93,7,86,3,1,5,6,Private Equity,
Kima Ventures,Global Cross Asset Fund,2017,462,292,170,49,24,12,8,Private Debt,
Kima Ventures,Equity Diversified Selection Fund,2021,112,83,29,33,10,29,6,Private Equity,
La Financière Saint James,Global Short Term Credit Fund,2019,481,114,367,32,13,75,9,Private Equity,
La Financière Saint James,International Fixed Duration Fund,2021,112,77,36,6,2,2,8,Private Equity,
La Financière Saint James,Community Savings Bond Fund,2021,491,71,420,35,13,72,9,Private Equity,
La Financière Saint James,European High Yield Bond Fund,2022,213,128,85,44,21,7,9,Private Equity,
La Financière Saint James,Fixed Maturity 2027 Bond Fund,2017,205,44,161,7,3,53,9,Private Debt,
La Financière Saint James,Fixed Maturity 2025 Bond Fund,2023,410,341,69,13,0,91,8,Private Debt,
La Financière Saint James,Target Maturity 2029 Bond Fund,2020,409,281,129,81,6,2,9,Private Debt,
La Financière Saint James,Impact Credit Strategies Fund,2017,256,215,41,31,3,33,6,Private Debt,
